feature,PC1,PC2,PC3,PC4,PC5,PC6,PC7
AK,0.16652678428431728,0.030101603217347766,0.06846920974709335,0.24916771008139724,0.1112874805524942,0.014786077359407512,-0.0762200837561632
AL,-0.16622258390393865,-0.12308389535265928,0.07686575495873516,-0.05629612432352681,0.1314667302574372,0.12456947807535114,0.4960771808323462
AR,-0.1681684129579837,-0.1044231840284279,0.11221436371355129,0.04491640150195925,-0.13181375963126232,0.07859736346198923,0.5107265982250213
AZ,0.0937055794349825,-0.2206086256682938,0.15536863930810754,0.05430308101705613,-0.035206645755875635,-0.02350701416699643,-0.059731565804205446
CA,0.17763937006680533,-0.030938064522788095,-0.15602314407151394,0.036210995385235305,-0.009311563636694704,0.01201378377507612,-0.3481884542222725
CO,0.1794050630757371,0.0777332510872414,0.10714034707096239,0.03904737986443704,0.04927858280526239,-0.04735795599612004,0.16563941896273493
CT,-0.033021377558224124,-0.060651563822721834,0.19987414833495892,-0.3804779139750421,0.28068828392906847,-0.12404628513142421,-0.10204926095280971
DC,0.14948217588400445,-0.11225796033550318,0.03103173593554044,0.15083283821472582,-0.1927241996499336,0.41812776626950743,-0.07534793500778174
DE,0.03391445638488868,0.18497811958051816,0.10641521699802713,-0.29237581511060207,0.2987888913344975,-0.06374674722639477,0.14954212227457556
FL,-0.15774882570241783,-0.06385466651851587,-0.20589261088108973,0.058118106912973935,-0.05792279563979616,-0.05173545933899694,-0.016166465099805415
GA,0.1744088783228384,-0.05297753795015816,0.1335277818345128,-0.07450473606563517,0.11409008603278073,0.1267103845239885,0.15685401779123778
HI,0.06096774932164206,0.16186361060711568,-0.24780253398502336,-0.12002672787559082,0.2278081533896125,0.1728745322849898,0.021366063048855816
IA,-0.1755542502349995,0.12190439742589419,-0.025806104508027925,0.043622716832168514,0.04319598445560176,0.027278487585631235,-0.055815884409267866
ID,0.060710538301794466,0.24676685163633252,0.0777175274721293,0.06287136143045068,-0.15324546288548457,-0.302279617079122,-0.015494071175563442
IL,0.02514623019544871,0.16706701677453956,-0.20507870774611542,-0.17788928608409701,-0.3515247522248122,0.04326533229952474,0.0056672132602222655
IN,-0.08442861258357968,0.22478735582363626,-0.009494761128470338,-0.23443676779358746,0.04534937366298366,0.06755728798238271,0.036972696159310904
KS,0.10011907452383416,-0.024567749451633997,0.3044086351969847,-0.180115785671447,0.004373704313679695,0.08996628143725627,-0.08987755313656112
KY,-0.1831521198072126,-0.022529593242413385,0.1273048099266567,-0.03677246832056818,-0.06013273166389515,-0.033062576078636496,-0.03813627343891464
LA,-0.13609492580584437,-0.17331013041791526,0.13025556012207268,0.07198997527626817,0.00013379706663074718,0.17545284176439122,-0.05275629216130148
MA,0.03408388468941531,-0.24392336347932708,0.15987874359311366,0.02369885451725948,-0.1319918165422832,-0.22884212996529837,-0.09983867164141993
MD,0.18658312219430848,-0.02166108858921618,0.048653142519552085,0.0009357077881602319,0.18724666086465933,0.03135106022484382,0.030464266224574293
ME,-0.08183855408776361,0.20572300957124784,0.15575873508953925,0.18372670633108323,0.11923047134979385,0.037759327496349845,-0.13947679399278587
MI,-0.15517286218297996,0.17113530188052672,0.016269050925311314,-0.057777622436455,-0.003599419999147736,0.022088903623547356,-0.16385213158083958
MN,-0.031622805579665014,0.1105760780732756,0.32112930076365354,0.19079925267779885,0.07617589175381281,0.05912252444989349,-0.12054993120557268
MO,-0.18412702700197509,0.03839135884855039,0.10266986117828808,-0.067407174399586,-0.08093497858646165,0.024905830712280416,-0.05058632251345223
MS,-0.1466959494118102,-0.00609471600627655,-0.05262866431038704,0.31112085770042014,0.20699494161661383,0.09585602141878138,-0.07861717994890757
MT,0.0036141760093527098,0.277732844536284,0.03386711653239944,-0.020409394834106188,-0.12431805904213594,-0.1387929751148458,0.039157843404666555
NC,0.1699514020435189,0.1124579823528391,0.05250815147974799,0.06751768095210056,0.08430818267933768,0.2730313791255871,0.01747341185025442
ND,-0.13372912379145427,0.2068717323046734,0.009166889455137809,-0.04764706860441303,0.004056102673111604,-0.0269727128310215,0.020767589520188222
NE,0.12263602004277004,0.15611989497363926,0.14056757410018034,-0.18393173758894063,0.16845136433879934,0.0912949528635749,-0.1376026424715275
NH,0.0448876215922381,0.15576469091230627,0.27669564421037096,0.16457113389091585,-0.01131644086923075,-0.2832895274151376,0.04412563681118255
NJ,-0.07366825924201771,-0.1667540554756834,-0.18899251210875362,-0.009563293855465744,0.3663832190515803,-0.09055063855344002,-0.09275689358262612
NM,0.15301561005830783,0.16468185340047226,-0.0846593508961449,-0.030412413880470984,0.03526987576128475,0.08123735022695729,0.11922549690717826
