feature,PC1,PC2,PC3,PC4,PC5,PC6,PC7
NV,-0.005938966459902006,0.2534083993684187,-0.1654641338772196,0.03876835212586416,-0.1025129296350443,0.048594649254507516,-0.007461189672509159
NY,-0.12732130933129168,-0.0018961152802919002,-0.28498997633633105,0.032888048157052416,0.1278256512603364,0.019591973610794143,-0.03716651112342629
OH,-0.1672166956005231,0.11798245640661406,0.004637537302615897,0.1576737165973883,0.005847322519911951,0.16721044534902874,-0.053443786543815194
OK,-0.13670578498959893,-0.13178483167573551,0.2007657198597734,-0.046610918155137765,0.04038032439273033,0.18830004282789276,-0.17111455712982046
OR,0.17262169381468548,0.1064034171865754,0.09788710200849407,0.06753202661408289,-0.021874496688891666,0.09138291354052483,0.05934535226373994
PA,-0.176921836896927,0.06962683210626493,0.1138475284610812,0.01787130587472241,-0.07563961931204544,0.21105052689107165,-0.008488759241484376
RI,-0.18410054073594417,-0.03691029009923033,0.022698978694687275,-0.05056588091594934,0.20851164127468128,-0.009326032868562591,-0.1729889857579812
SC,-0.07746604239635971,0.10281425951587322,0.05799921045449242,0.4189248417398428,0.19160597539456517,-0.19228984848316183,0.13304685376534975
SD,-0.14715907742848572,0.1796120366631555,0.06757254377118188,-0.032229838409343396,-0.051370301460547586,-0.03255277718051239,-0.08763350336787763
TN,-0.17834413506626476,-0.09469736846293142,0.08502582856609099,-0.05450347867794586,-0.04096954767578818,-0.01861710955547794,-0.07785771176677499
TX,0.18957855763797038,-0.05260942508691437,0.004690924227819373,-0.001441532870382928,-0.06770691524808832,-0.18715356084759943,-0.03946292725554544
UT,0.16355269783061532,-0.051386683273236006,0.09708170370705974,-0.17669553134246865,-0.22389573633902635,0.022914785299306524,-0.04740440629276567
VA,0.19174630979222868,0.04620882576631026,0.024058121295648455,0.014469141437146149,0.07676430573789558,0.007858517917191362,-0.010084338393327641
VT,0.1474054195160447,0.1722057899267321,-0.00020080496431858504,0.1298935817206789,0.07378169955268767,-0.05468145151355113,0.1224857012733274
WA,0.18360960849713823,0.021355100424415775,0.09583716855827763,0.0760574357642852,-0.008057274324675694,0.24546973017632404,-0.01114207984979832
WI,-0.10350015838263474,0.23133433781132698,0.04091383223683195,-0.03006469570023108,-0.06270015974769876,0.26387488316649516,-0.02945332428330973
WV,-0.18878431942340915,0.003120121061212313,0.08408493952107225,-0.051811218542489886,-0.08805369384917691,-0.012358331748886637,0.03727061237339737
WY,-0.14637049760745685,0.10475955141368759,0.2027660433429207,-0.01887856169868553,-0.12499315966347953,-0.0326376233425798,-0.08892184051373926
