year,abbr,relative_margin
2044,UT,-0.499597079823661
2048,UT,-0.448156386397636
2052,UT,-0.3983881737363847
2056,UT,-0.33643769046312544
2060,UT,-0.3578521326561414
2064,UT,-0.3396812392096304
2068,UT,-0.24620808283769408
2072,UT,-0.2541669123051362
2076,UT,-0.4790435913039739
2080,UT,-0.37583589366890807
2084,UT,-0.2612528794679955
2088,UT,-0.2334046554010035
2092,UT,-0.26566952081460316
2096,UT,-0.22212432773327564
2100,UT,-0.3725431122276888
2024,VA,0.0740174782873317
2028,VA,0.04118557982948108
2032,VA,0.053189672201573696
2036,VA,0.034195603175181985
2040,VA,0.005936707994267629
2044,VA,-0.01431733742786384
2048,VA,-0.04170838288949998
2052,VA,-0.05911280058432819
2056,VA,-0.07403449394633985
2060,VA,-0.06547181641625578
2064,VA,-0.08064740500560023
2068,VA,-0.05885155433587022
2072,VA,-0.019950942516651738
2076,VA,-0.013495843524450565
2080,VA,-0.01981551938503583
2084,VA,0.03668096809402722
2088,VA,0.04961253174171558
2092,VA,0.05137661872982961
2096,VA,0.08340174469561457
2100,VA,0.08953604742762974
2024,VT,0.342701049151002
2028,VT,0.18578677755435036
2032,VT,0.11956568253443944
2036,VT,0.024801563644907106
2040,VT,0.05252733709740959
2044,VT,0.02219812885183127
2048,VT,0.036944693769658726
2052,VT,0.10905529001513134
2056,VT,0.17047983707155046
2060,VT,0.13089079457424968
2064,VT,0.15334477872835475
2068,VT,0.2252269510926851
2072,VT,0.2665955245653551
2076,VT,0.27669419136503975
2080,VT,0.2589227812818403
2084,VT,0.2356996778432569
2088,VT,0.2516674875895208
2092,VT,0.27998097002928646
2096,VT,0.29192852393141244
2100,VT,0.32668910052060257
2024,WA,0.2042922062283153
2028,WA,0.08201724196674774
2032,WA,0.038708484168988894
2036,WA,0.03280198208115606
2040,WA,0.0021004117514985534
2044,WA,0.03721680574993241
2048,WA,0.023577854886703192
2052,WA,0.056655519142185466
2056,WA,0.06343192439649403
2060,WA,0.0523381162476065
2064,WA,0.12586912775009546
2068,WA,0.11298213465276148
2072,WA,0.06666290316118284
2076,WA,0.09383174765094333
2080,WA,0.1064065958569055
2084,WA,0.10312020022690961
2088,WA,0.07410239060447836
2092,WA,0.10150078027592957
2096,WA,0.1204449157107692
2100,WA,0.15646920417303944
2024,WI,0.0062628036107496
2028,WI,0.010989933701053969
2032,WI,0.1061645075710278
2036,WI,0.06081833418986401
2040,WI,0.06607762191083694
2044,WI,0.024603189417610714
2048,WI,0.009775393992298648
2052,WI,-0.007138500344624852
2056,WI,-0.06602385099928365
2060,WI,-0.03907382782211571
2064,WI,0.12078192785592227
2068,WI,0.0714037686598162
2072,WI,0.024197302340042862
2076,WI,0.014939786156933515
2080,WI,0.010708220633882957
2084,WI,0.03837601329588135
2088,WI,0.07438414976165265
2092,WI,-0.0147685135480952
2096,WI,-0.022747065965976577
2100,WI,0.007025353760428516
2024,WV,-0.4118811541662759
2028,WV,-0.2739982350041289
2032,WV,-0.06165740690690612
2036,WV,0.024621772821416768
2040,WV,0.07245384594487596
2044,WV,-0.0020219691551688576
2048,WV,-0.021595291290770896
2052,WV,0.0031244215017093226
2056,WV,-0.18226942815907965
2060,WV,-0.16809584871062253
2064,WV,-0.13222732603494664
2068,WV,-0.15049918961046527
2072,WV,-0.2657638672095874
2076,WV,-0.1772913988925705
2080,WV,-0.4048055895266843
2084,WV,-0.3822868355826121
2088,WV,-0.36441635049137366
2092,WV,-0.39901420837354024
2096,WV,-0.4275353189279256
2100,WV,-0.43570469713559024
2024,WY,-0.4545867690479482
2028,WY,-0.29015334685801925
2032,WY,-0.23397718621800884
2036,WY,-0.21260090418190405
2040,WY,-0.21258014227348002
2044,WY,-0.19030542141321574
2048,WY,-0.2318329796027708
2052,WY,-0.25953485056951764
2056,WY,-0.3786658532245303
2060,WY,-0.36840152945032206
2064,WY,-0.3802392617767127
2068,WY,-0.432850226281218
2072,WY,-0.4795719887579385
2076,WY,-0.41874438741257874
2080,WY,-0.4739919386296159
2084,WY,-0.5188331345253597
2088,WY,-0.4621128043813986
2092,WY,-0.49857451781586587
2096,WY,-0.5335662619976497
2100,WY,-0.44389515117610623
