year,abbr,D_votes,R_votes,pres_margin,pres_margin_str,electoral_votes,relative_margin,relative_margin_str,national_margin,national_margin_str
1960,AK,29809,30953,-0.018827556696619598,R+1.9,3,-0.01866432862747922,R+1.9,-0.00016322806914037806,R+0.0
1964,AK,44329,22930,0.31815816470658204,D+31.8,3,0.10160791064762434,D+10.2,0.2165502540589577,D+21.7
1968,AK,35411,37600,-0.02998178356685979,R+3.0,3,-0.006428976743908615,R+0.6,-0.023552806822951175,R+2.4
1972,AK,32967,55349,-0.2534308619049776,R+25.3,3,-0.0029216107599296937,R+0.3,-0.2505092511450479,R+25.1
1976,AK,44058,71555,-0.23783657547161652,R+23.8,3,-0.26058355902647534,R+26.1,0.02274698355485883,D+2.3
1980,AK,41842,86112,-0.3459837128968223,R+34.6,3,-0.24283253750837586,R+24.3,-0.10315117538844643,R+10.3
1984,AK,62007,138377,-0.38111825295432766,R+38.1,3,-0.1986512291138337,R+19.9,-0.18246702384049396,R+18.2
1988,AK,72584,119251,-0.24326634868506788,R+24.3,3,-0.16661724290772134,R+16.7,-0.07664910577734656,R+7.7
1992,AK,78294,102000,-0.13148524077340343,R+13.1,3,-0.2038991575364772,R+20.4,0.07241391676307377,D+7.2
1996,AK,80380,122746,-0.20857005011667634,R+20.9,3,-0.3046505306336804,R+30.5,0.09608048051700407,D+9.6
2000,AK,79004,167398,-0.3587389712745838,R+35.9,3,-0.36387242964406435,R+36.4,0.005133458369480549,D+0.5
2004,AK,111025,190889,-0.2645256596249263,R+26.5,3,-0.23986535950137874,R+24.0,-0.024660300123547554,R+2.5
2008,AK,123594,193841,-0.22129569833194196,R+22.1,3,-0.2967110439035474,R+29.7,0.07541534557160545,D+7.5
2012,AK,122640,164676,-0.14630580963120746,R+14.6,3,-0.18650367561565603,R+18.7,0.04019786598444858,D+4.0
2016,AK,116454,163387,-0.1677130942213614,R+16.8,3,-0.19096437402808258,R+19.1,0.023251279806721186,D+2.3
2020,AK,153778,189951,-0.10523697447698623,R+10.5,3,-0.15059671689956017,R+15.1,0.04535974242257394,D+4.5
2024,AK,140026,184458,-0.1369312508474994,R+13.7,3,-0.12193455941329925,R+12.2,-0.014996691434200151,R+1.5
1936,AL,238196,35358,0.7414916250539199,D+74.1,11,0.4923105590541748,D+49.2,0.24918106599974504,D+24.9
1940,AL,250726,42184,0.7119661329418593,D+71.2,11,0.6119949964087205,D+61.2,0.0999711365331388,D+10.0
1944,AL,198918,44540,0.6341052666168292,D+63.4,11,0.5701179109596506,D+57.0,0.06398735565717857,D+6.4
1948,AL,171443,40930,0.6145461052016971,D+61.5,11,0.5778229250808465,D+57.8,0.03672318012085056,D+3.7
1952,AL,275075,149231,0.2965878399079909,D+29.7,11,0.41417673098860075,D+41.4,-0.11758889108060984,R+11.8
1956,AL,280844,195694,0.17868459598185243,D+17.9,11,0.34725642952300506,D+34.7,-0.16857183354115265,R+16.9
1960,AL,318303,237981,0.1443902754708027,D+14.4,11,0.14455350353994306,D+14.5,-0.00016322806914037806,R+0.0
1964,AL,210732,479085,-0.389020566324112,R+38.9,10,-0.6055708203830698,R+60.6,0.2165502540589577,D+21.7
1968,AL,196579,146923,0.14455811028756746,D+14.5,10,0.16811091711051862,D+16.8,-0.023552806822951175,R+2.4
1972,AL,256923,728701,-0.4786592047271576,R+47.9,9,-0.2281499535821097,R+22.8,-0.2505092511450479,R+25.1
1976,AL,659170,504070,0.13333447955709915,D+13.3,9,0.11058749600224033,D+11.1,0.02274698355485883,D+2.3
1980,AL,636730,654192,-0.013526766140789296,R+1.4,9,0.08962440924765713,D+9.0,-0.10315117538844643,R+10.3
1984,AL,551899,872849,-0.22526790702636537,R+22.5,9,-0.04280088318587141,R+4.3,-0.18246702384049396,R+18.2
1988,AL,549506,815576,-0.19491136796177813,R+19.5,9,-0.11826226218443157,R+11.8,-0.07664910577734656,R+7.7
1992,AL,690080,804283,-0.07642252919805964,R+7.6,9,-0.1488364459611334,R+14.9,0.07241391676307377,D+7.2
1996,AL,662165,769044,-0.07467742307377888,R+7.5,9,-0.17075790359078297,R+17.1,0.09608048051700407,D+9.6
2000,AL,692611,941173,-0.15213883842662188,R+15.2,9,-0.1572722967961024,R+15.7,0.005133458369480549,D+0.5
2004,AL,693933,1176394,-0.25795542704564495,R+25.8,9,-0.2332951269220974,R+23.3,-0.024660300123547554,R+2.5
2008,AL,813479,1266546,-0.21781805507145346,R+21.8,9,-0.2932334006430589,R+29.3,0.07541534557160545,D+7.5
2012,AL,795696,1255925,-0.2243245706687541,R+22.4,9,-0.2645224366532027,R+26.5,0.04019786598444858,D+4.0
2016,AL,729547,1318255,-0.2874828718792149,R+28.7,9,-0.3107341516859361,R+31.1,0.023251279806721186,D+2.3
2020,AL,849624,1441170,-0.2582274966670945,R+25.8,9,-0.30358723908966845,R+30.4,0.04535974242257394,D+4.5
2024,AL,772412,1462616,-0.3088122385938789,R+30.9,9,-0.2938155471596788,R+29.4,-0.014996691434200151,R+1.5
1936,AR,146765,32039,0.6416299411646272,D+64.2,9,0.3924488751648822,D+39.2,0.24918106599974504,D+24.9
1940,AR,157213,42122,0.5773747711139539,D+57.7,9,0.47740363458081503,D+47.7,0.0999711365331388,D+10.0
1944,AR,148965,63551,0.4019179732349564,D+40.2,9,0.33793061757777787,D+33.8,0.06398735565717857,D+6.4
1948,AR,149659,50959,0.491979782472161,D+49.2,9,0.45525660235131044,D+45.5,0.03672318012085056,D+3.7
1952,AR,226300,177155,0.12181036298967667,D+12.2,8,0.2393992540702865,D+23.9,-0.11758889108060984,R+11.8
1956,AR,213777,186287,0.06871400575907854,D+6.9,8,0.2372858393002312,D+23.7,-0.16857183354115265,R+16.9
1960,AR,215049,184508,0.07643715414821915,D+7.6,8,0.07660038221735953,D+7.7,-0.00016322806914037806,R+0.0
1964,AR,314197,243264,0.12724298202026688,D+12.7,6,-0.08930727203869082,R+8.9,0.2165502540589577,D+21.7
1968,AR,188228,190759,-0.006678329335834739,R+0.7,6,0.016874477487116436,D+1.7,-0.023552806822951175,R+2.4
1972,AR,198899,445751,-0.38292406732335377,R+38.3,6,-0.13241481617830586,R+13.2,-0.2505092511450479,R+25.1
1976,AR,498604,267903,0.3009770295639831,D+30.1,6,0.27823004600912427,D+27.8,0.02274698355485883,D+2.3
1980,AR,398041,403164,-0.006394118858469431,R+0.6,6,0.096757056529977,D+9.7,-0.10315117538844643,R+10.3
1984,AR,338646,534774,-0.22455176203888164,R+22.5,6,-0.04208473819838768,R+4.2,-0.18246702384049396,R+18.2
1988,AR,349237,466578,-0.1438328542623021,R+14.4,6,-0.06718374848495555,R+6.7,-0.07664910577734656,R+7.7
1992,AR,505823,337324,0.1998453413224503,D+20.0,6,0.12743142455937653,D+12.7,0.07241391676307377,D+7.2
1996,AR,475171,325416,0.1870564972951097,D+18.7,6,0.09097601677810563,D+9.1,0.09608048051700407,D+9.6
2000,AR,422768,472940,-0.05601379020841613,R+5.6,6,-0.06114724857789668,R+6.1,0.005133458369480549,D+0.5
2004,AR,469953,572898,-0.09871496503335568,R+9.9,6,-0.07405466490980812,R+7.4,-0.024660300123547554,R+2.5
2008,AR,422310,638017,-0.2034344122143452,R+20.3,6,-0.27884975778595067,R+27.9,0.07541534557160545,D+7.5
2012,AR,394409,647744,-0.24308810702459235,R+24.3,6,-0.2832859730090409,R+28.3,0.04019786598444858,D+4.0
2016,AR,380494,684872,-0.28570275379540927,R+28.6,6,-0.3089540336021305,R+30.9,0.023251279806721186,D+2.3
2020,AR,423932,760647,-0.284248665559663,R+28.4,6,-0.32960840798223695,R+33.0,0.04535974242257394,D+4.5
2024,AR,396905,759241,-0.3133998647229675,R+31.3,6,-0.29840317328876736,R+29.8,-0.014996691434200151,R+1.5
1936,AZ,86722,33433,0.44350214306520747,D+44.4,3,0.19432107706546242,D+19.4,0.24918106599974504,D+24.9
1940,AZ,95267,54030,0.276207827350851,D+27.6,3,0.17623669081771218,D+17.6,0.0999711365331388,D+10.0
1944,AZ,80926,56287,0.1795675336884989,D+18.0,4,0.11558017803132033,D+11.6,0.06398735565717857,D+6.4
1948,AZ,95251,77597,0.10213598074608905,D+10.2,4,0.06541280062523849,D+6.5,0.03672318012085056,D+3.7
1952,AZ,108528,152042,-0.1669954330889972,R+16.7,4,-0.04940654200838736,R+4.9,-0.11758889108060984,R+11.8
1956,AZ,112880,176990,-0.2211681098423431,R+22.1,4,-0.05259627630119046,R+5.3,-0.16857183354115265,R+16.9
1960,AZ,176781,221241,-0.11170236821080241,R+11.2,4,-0.11153914014166204,R+11.2,-0.00016322806914037806,R+0.0
1964,AZ,237753,242535,-0.00995652608434939,R+1.0,5,-0.22650678014330708,R+22.7,0.2165502540589577,D+21.7
1968,AZ,170514,266721,-0.22003499262410375,R+22.0,5,-0.19648218580115256,R+19.6,-0.023552806822951175,R+2.4
1972,AZ,198540,402812,-0.339687903257992,R+34.0,6,-0.08917865211294407,R+8.9,-0.2505092511450479,R+25.1
1976,AZ,295602,418642,-0.17226606033792374,R+17.2,6,-0.19501304389278257,R+19.5,0.02274698355485883,D+2.3
1980,AZ,246843,529688,-0.3642417366467018,R+36.4,6,-0.26109056125825536,R+26.1,-0.10315117538844643,R+10.3
1984,AZ,333854,681416,-0.34233455140012015,R+34.2,7,-0.1598675275596262,R+16.0,-0.18246702384049396,R+18.2
1988,AZ,454029,702541,-0.21486983061985007,R+21.5,7,-0.13822072484250353,R+13.8,-0.07664910577734656,R+7.7
1992,AZ,543050,572086,-0.02603807966023875,R+2.6,8,-0.09845199642331251,R+9.8,0.07241391676307377,D+7.2
1996,AZ,653288,622073,0.024475423037085185,D+2.4,8,-0.07160505747991888,R+7.2,0.09608048051700407,D+9.6
2000,AZ,685341,781652,-0.06565198334279713,R+6.6,8,-0.07078544171227769,R+7.1,0.005133458369480549,D+0.5
2004,AZ,893524,1104294,-0.10550010060976525,R+10.6,10,-0.0808398004862177,R+8.1,-0.024660300123547554,R+2.5
2008,AZ,1034707,1230111,-0.08627801439232645,R+8.6,10,-0.16169335996393192,R+16.2,0.07541534557160545,D+7.5
2012,AZ,1025232,1233654,-0.09226760447406376,R+9.2,11,-0.13246547045851234,R+13.2,0.04019786598444858,D+4.0
2016,AZ,1161167,1252401,-0.03780046802078914,R+3.8,11,-0.06105174782751033,R+6.1,0.023251279806721186,D+2.3
2020,AZ,1672143,1661686,0.0031366335825862694,D+0.3,11,-0.04222310883998767,R+4.2,0.04535974242257394,D+4.5
2024,AZ,1582860,1770242,-0.055883179217333684,R+5.6,11,-0.04088648778313353,R+4.1,-0.014996691434200151,R+1.5
1936,CA,1766836,836431,0.3573989913443377,D+35.7,22,0.10821792534459268,D+10.8,0.24918106599974504,D+24.9
1940,CA,1877618,1351419,0.16295849195905776,D+16.3,22,0.06298735542591896,D+6.3,0.0999711365331388,D+10.0
1944,CA,1988564,1512965,0.1358260919729638,D+13.6,25,0.07183873631578523,D+7.2,0.06398735565717857,D+6.4
1948,CA,1913134,1895269,0.004690942633959694,D+0.5,25,-0.032032237486890866,R+3.2,0.03672318012085056,D+3.7
1952,CA,2197548,2897310,-0.1373467130977939,R+13.7,32,-0.019757822017184054,R+2.0,-0.11758889108060984,R+11.8
1956,CA,2420135,3027668,-0.11151890037139742,R+11.2,32,0.05705293316975524,D+5.7,-0.16857183354115265,R+16.9
1960,CA,3224099,3259722,-0.005494136867751284,R+0.5,32,-0.005330908798610906,R+0.5,-0.00016322806914037806,R+0.0
1964,CA,4171877,2879108,0.18334587295250238,D+18.3,40,-0.03320438110645532,R+3.3,0.2165502540589577,D+21.7
1968,CA,3244318,3467664,-0.033275714982549116,R+3.3,40,-0.009722908159597941,R+1.0,-0.023552806822951175,R+2.4
1972,CA,3475847,4602096,-0.13942274660764503,R+13.9,45,0.11108650453740287,D+11.1,-0.2505092511450479,R+25.1
1976,CA,3742284,3882244,-0.018356546136364112,R+1.8,45,-0.04110352969122294,R+4.1,0.02274698355485883,D+2.3
1980,CA,3082943,4522994,-0.1893324911841894,R+18.9,45,-0.08618131579574298,R+8.6,-0.10315117538844643,R+10.3
1984,CA,3922519,5467009,-0.1644906964439533,R+16.4,47,0.017976327396540648,D+1.8,-0.18246702384049396,R+18.2
1988,CA,4702233,5054917,-0.036146210727517766,R+3.6,47,0.04050289504982879,D+4.1,-0.07664910577734656,R+7.7
1992,CA,5121325,3630574,0.1703345753875816,D+17.0,54,0.09792065862450783,D+9.8,0.07241391676307377,D+7.2
1996,CA,5119835,3828381,0.14432530461937887,D+14.4,54,0.048244824102374795,D+4.8,0.09608048051700407,D+9.6
2000,CA,5861203,4567429,0.12405979998143572,D+12.4,54,0.11892634161195517,D+11.9,0.005133458369480549,D+0.5
2004,CA,6745485,5509826,0.10082640905644907,D+10.1,55,0.12548670917999663,D+12.5,-0.024660300123547554,R+2.5
2008,CA,8274473,5011781,0.24556899183170816,D+24.6,55,0.1701536462601027,D+17.0,0.07541534557160545,D+7.5
2012,CA,7854285,4839958,0.23745622326593244,D+23.7,55,0.19725835728148386,D+19.7,0.04019786598444858,D+4.0
2016,CA,8753788,4483810,0.32256441085459764,D+32.3,55,0.29931313104787644,D+29.9,0.023251279806721186,D+2.3
2020,CA,11110250,6006429,0.29817822721335135,D+29.8,55,0.2528184847907774,D+25.3,0.04535974242257394,D+4.5
2024,CA,9276179,6081697,0.2080028514359668,D+20.8,54,0.22299954287016696,D+22.3,-0.014996691434200151,R+1.5
1936,CO,295021,181267,0.23883448669712443,D+23.9,6,-0.010346579302620618,R+1.0,0.24918106599974504,D+24.9
1940,CO,265554,279576,-0.025722304771338945,R+2.6,6,-0.12569344130447774,R+12.6,0.0999711365331388,D+10.0
1944,CO,234331,268731,-0.06838123332710482,R+6.8,6,-0.1323685889842834,R+13.2,0.06398735565717857,D+6.4
1948,CO,267288,239714,0.054386373229296923,D+5.4,6,0.017663193108446364,D+1.8,0.03672318012085056,D+3.7
1952,CO,245504,379782,-0.21474653198696275,R+21.5,6,-0.09715764090635291,R+9.7,-0.11758889108060984,R+11.8
1956,CO,263997,394479,-0.19815756382920563,R+19.8,6,-0.029585730288052975,R+3.0,-0.16857183354115265,R+16.9
1960,CO,330629,402242,-0.09771569621393124,R+9.8,6,-0.09755246814479086,R+9.8,-0.00016322806914037806,R+0.0
1964,CO,476024,296767,0.23196051713852775,D+23.2,6,0.015410263079570052,D+1.5,0.2165502540589577,D+21.7
1968,CO,335174,409345,-0.09962270942716035,R+10.0,6,-0.07606990260420918,R+7.6,-0.023552806822951175,R+2.4
1972,CO,329980,597189,-0.2881988073371737,R+28.8,7,-0.03768955619212577,R+3.8,-0.2505092511450479,R+25.1
1976,CO,460801,584278,-0.11815087663229287,R+11.8,7,-0.1408978601871517,R+14.1,0.02274698355485883,D+2.3
1980,CO,368009,652264,-0.2786068042572919,R+27.9,7,-0.17545562886884547,R+17.5,-0.10315117538844643,R+10.3
1984,CO,454975,821817,-0.287315396713012,R+28.7,8,-0.10484837287251803,R+10.5,-0.18246702384049396,R+18.2
1988,CO,621453,728177,-0.07907648762994302,R+7.9,8,-0.002427381852596458,R+0.2,-0.07664910577734656,R+7.7
1992,CO,629681,562850,0.05604131045649966,D+5.6,8,-0.016372606306574104,R+1.6,0.07241391676307377,D+7.2
1996,CO,671152,691848,-0.015184152604548789,R+1.5,8,-0.11126463312155287,R+11.1,0.09608048051700407,D+9.6
2000,CO,738227,883748,-0.08971839886558054,R+9.0,8,-0.0948518572350611,R+9.5,0.005133458369480549,D+0.5
2004,CO,1001732,1101255,-0.04732459116485266,R+4.7,9,-0.022664291041305105,R+2.3,-0.024660300123547554,R+2.5
2008,CO,1288576,1073589,0.09101269386346847,D+9.1,9,0.015597348291863017,D+1.6,0.07541534557160545,D+7.5
2012,CO,1323101,1185243,0.05495976628405035,D+5.5,9,0.014761900299601775,D+1.5,0.04019786598444858,D+4.0
2016,CO,1338870,1202484,0.053666667453648724,D+5.4,9,0.030415387646927538,D+3.0,0.023251279806721186,D+2.3
2020,CO,1804352,1364607,0.13876638984600306,D+13.9,9,0.09340664742342912,D+9.3,0.04535974242257394,D+4.5
2024,CO,1728159,1377441,0.11293083462132922,D+11.3,10,0.12792752605552937,D+12.8,-0.014996691434200151,R+1.5
1936,CT,382129,278685,0.15654026700402837,D+15.7,8,-0.09264079899571667,R+9.3,0.24918106599974504,D+24.9
1940,CT,417621,361819,0.07159242533100688,D+7.2,8,-0.028378711202131923,R+2.8,0.0999711365331388,D+10.0
1944,CT,435146,390527,0.0540395531887321,D+5.4,8,-0.009947802468446468,R+1.0,0.06398735565717857,D+6.4
1948,CT,423297,437754,-0.016789946240118182,R+1.7,8,-0.05351312636096874,R+5.4,0.03672318012085056,D+3.7
1952,CT,481649,611012,-0.11839262131621793,R+11.8,8,-0.0008037302356080911,R+0.1,-0.11758889108060984,R+11.8
1956,CT,405079,711837,-0.27464733247621126,R+27.5,8,-0.1060754989350586,R+10.6,-0.16857183354115265,R+16.9
1960,CT,657055,565813,0.07461312259377137,D+7.5,8,0.07477635066291174,D+7.5,-0.00016322806914037806,R+0.0
1964,CT,826269,390996,0.3575827777846237,D+35.8,8,0.14103252372566602,D+14.1,0.2165502540589577,D+21.7
1968,CT,621561,556721,0.05502927143077803,D+5.5,8,0.0785820782537292,D+7.9,-0.023552806822951175,R+2.4
1972,CT,555498,810763,-0.18683472630778453,R+18.7,8,0.06367452483726338,D+6.4,-0.2505092511450479,R+25.1
1976,CT,647895,719261,-0.05220033412426965,R+5.2,8,-0.07494731767912849,R+7.5,0.02274698355485883,D+2.3
1980,CT,541732,677210,-0.11114392645425294,R+11.1,8,-0.00799275106580652,R+0.8,-0.10315117538844643,R+10.3
1984,CT,569597,890877,-0.2199833752603607,R+22.0,8,-0.03751635141986673,R+3.8,-0.18246702384049396,R+18.2
1988,CT,676584,750241,-0.05162300912865979,R+5.2,8,0.02502609664868677,D+2.5,-0.07664910577734656,R+7.7
1992,CT,682318,578313,0.08250233414853356,D+8.3,8,0.010088417385459791,D+1.0,0.07241391676307377,D+7.2
1996,CT,735740,483109,0.2072701376462548,D+20.7,8,0.11118965712925072,D+11.1,0.09608048051700407,D+9.6
2000,CT,816015,561094,0.1851131609770904,D+18.5,8,0.17997970260760987,D+18.0,0.005133458369480549,D+0.5
2004,CT,857488,693826,0.10549895121168248,D+10.5,7,0.13015925133523004,D+13.0,-0.024660300123547554,R+2.5
2008,CT,997772,629428,0.22636676499508357,D+22.6,7,0.15095141942347812,D+15.1,0.07541534557160545,D+7.5
2012,CT,905083,634892,0.17545154953814185,D+17.5,7,0.13525368355369327,D+13.5,0.04019786598444858,D+4.0
2016,CT,897572,673215,0.1428309503452728,D+14.3,7,0.1195796705385516,D+12.0,0.023251279806721186,D+2.3
2020,CT,1080831,714717,0.2039009817615569,D+20.4,7,0.15854123933898295,D+15.9,0.04535974242257394,D+4.5
2024,CT,992053,736918,0.14756464972518335,D+14.8,7,0.1625613411593835,D+16.3,-0.014996691434200151,R+1.5
1964,DC,169796,28801,0.7099553366868583,D+71.0,3,0.4934050826279006,D+49.3,0.2165502540589577,D+21.7
1968,DC,139566,31012,0.6363892178358288,D+63.6,3,0.6599420246587799,D+66.0,-0.023552806822951175,R+2.4
1972,DC,127627,35226,0.5673889949832057,D+56.7,3,0.8178982461282536,D+81.8,-0.2505092511450479,R+25.1
1976,DC,137818,27873,0.6635544477370527,D+66.4,3,0.6408074641821939,D+64.1,0.02274698355485883,D+2.3
1980,DC,130231,23313,0.6963346011566717,D+69.6,3,0.7994857765451181,D+79.9,-0.10315117538844643,R+10.3
1984,DC,180408,29009,0.7229546789420153,D+72.3,3,0.9054217027825092,D+90.5,-0.18246702384049396,R+18.2
1988,DC,159407,27590,0.7049150521131355,D+70.5,3,0.7815641578904821,D+78.2,-0.07664910577734656,R+7.7
1992,DC,192619,20698,0.8059413923878547,D+80.6,3,0.7335274756247809,D+73.4,0.07241391676307377,D+7.2
1996,DC,158220,17339,0.8024709641772851,D+80.2,3,0.706390483660281,D+70.6,0.09608048051700407,D+9.6
2000,DC,171923,18073,0.8097538895555696,D+81.0,3,0.8046204311860891,D+80.5,0.005133458369480549,D+0.5
2004,DC,202970,21256,0.8104055729487214,D+81.0,3,0.835065873072269,D+83.5,-0.024660300123547554,R+2.5
2008,DC,245800,17367,0.8680153666683132,D+86.8,3,0.7926000210967078,D+79.3,0.07541534557160545,D+7.5
2012,DC,267070,21381,0.8517529840423503,D+85.2,3,0.8115551180579017,D+81.2,0.04019786598444858,D+4.0
2016,DC,282830,12723,0.9139037668370816,D+91.4,3,0.8906524870303605,D+89.1,0.023251279806721186,D+2.3
2020,DC,317323,18586,0.8893390769523889,D+88.9,3,0.843979334529815,D+84.4,0.04535974242257394,D+4.5
2024,DC,294185,21076,0.8662949112005608,D+86.6,3,0.8812916026347609,D+88.1,-0.014996691434200151,R+1.5
1936,DE,69702,57236,0.09820542311994832,D+9.8,3,-0.15097564287979673,R+15.1,0.24918106599974504,D+24.9
1940,DE,74599,61440,0.0967296143017811,D+9.7,3,-0.0032415222313576936,R+0.3,0.0999711365331388,D+10.0
1944,DE,68166,56747,0.09141562527519154,D+9.1,3,0.027428269618012965,D+2.7,0.06398735565717857,D+6.4
1948,DE,67813,69588,-0.012918392151439946,R+1.3,3,-0.049641572272290505,R+5.0,0.03672318012085056,D+3.7
1952,DE,83315,90059,-0.03889856610564445,R+3.9,3,0.07869032497496539,D+7.9,-0.11758889108060984,R+11.8
1956,DE,79421,98057,-0.10500456394595387,R+10.5,3,0.06356726959519879,D+6.4,-0.16857183354115265,R+16.9
1960,DE,99590,96373,0.01641636431367146,D+1.6,3,0.01657959238281184,D+1.7,-0.00016322806914037806,R+0.0
1964,DE,122704,78078,0.2222609596477772,D+22.2,3,0.0057107055888195035,D+0.6,0.2165502540589577,D+21.7
1968,DE,89194,96714,-0.040450115110699916,R+4.0,3,-0.01689730828774874,R+1.7,-0.023552806822951175,R+2.4
1972,DE,92283,140357,-0.20664546079779916,R+20.7,3,0.04386379034724874,D+4.4,-0.2505092511450479,R+25.1
1976,DE,122461,109780,0.05460276178624791,D+5.5,3,0.031855778231389076,D+3.2,0.02274698355485883,D+2.3
1980,DE,105754,111252,-0.02533570500354829,R+2.5,3,0.07781547038489814,D+7.8,-0.10315117538844643,R+10.3
1984,DE,101656,152190,-0.19907345398391152,R+19.9,3,-0.01660643014341756,R+1.7,-0.18246702384049396,R+18.2
1988,DE,108647,139639,-0.1248237919173856,R+12.5,3,-0.048174686140039044,R+4.8,-0.07664910577734656,R+7.7
1992,DE,126054,102313,0.10395985409450577,D+10.4,3,0.031545937331432,D+3.2,0.07241391676307377,D+7.2
1996,DE,140355,99062,0.17247313265139902,D+17.2,3,0.07639265213439494,D+7.6,0.09608048051700407,D+9.6
2000,DE,180068,137288,0.1348012957057689,D+13.5,3,0.12966783733628837,D+13.0,0.005133458369480549,D+0.5
2004,DE,200152,171660,0.0766301249018321,D+7.7,3,0.10129042502537966,D+10.1,-0.024660300123547554,R+2.5
2008,DE,255459,152374,0.25276277299777117,D+25.3,3,0.17734742742616572,D+17.7,0.07541534557160545,D+7.5
2012,DE,242584,165484,0.1889390983855632,D+18.9,3,0.14874123240111461,D+14.9,0.04019786598444858,D+4.0
2016,DE,235603,185127,0.11997242887362441,D+12.0,3,0.09672114906690323,D+9.7,0.023251279806721186,D+2.3
2020,DE,296268,200603,0.19253488329968946,D+19.3,3,0.14717514087711553,D+14.7,0.04535974242257394,D+4.5
2024,DE,289758,214351,0.14958471282996336,D+15.0,3,0.1645814042641635,D+16.5,-0.014996691434200151,R+1.5
1936,FL,249117,78248,0.5219525605974982,D+52.2,7,0.27277149459775313,D+27.3,0.24918106599974504,D+24.9
1940,FL,359334,126158,0.48028803770196005,D+48.0,7,0.3803169011688212,D+38.0,0.0999711365331388,D+10.0
1944,FL,339377,143215,0.40647586366951793,D+40.6,8,0.3424885080123394,D+34.2,0.06398735565717857,D+6.4
1948,FL,281988,194280,0.18415681926982289,D+18.4,8,0.14743363914897234,D+14.7,0.03672318012085056,D+3.7
1952,FL,444950,544036,-0.10018948700992734,R+10.0,10,0.017399404070682495,D+1.7,-0.11758889108060984,R+11.8
1956,FL,480371,643849,-0.14541459856611696,R+14.5,10,0.02315723497503569,D+2.3,-0.16857183354115265,R+16.9
1960,FL,748700,795476,-0.030291883826714053,R+3.0,10,-0.030128655757573675,R+3.0,-0.00016322806914037806,R+0.0
1964,FL,948540,905941,0.022970847369156114,D+2.3,14,-0.1935794066898016,R+19.4,0.2165502540589577,D+21.7
1968,FL,676794,886804,-0.13431201625993383,R+13.4,14,-0.11075920943698266,R+11.1,-0.023552806822951175,R+2.4
1972,FL,718117,1857759,-0.4424289057392514,R+44.2,17,-0.19191965459420351,R+19.2,-0.2505092511450479,R+25.1
1976,FL,1636000,1469531,0.05360403744158406,D+5.4,17,0.03085705388672523,D+3.1,0.02274698355485883,D+2.3
1980,FL,1419475,2046951,-0.18101525894393822,R+18.1,17,-0.07786408355549179,R+7.8,-0.10315117538844643,R+10.3
1984,FL,1448816,2730350,-0.3066482642709096,R+30.7,21,-0.12418124043041562,R+12.4,-0.18246702384049396,R+18.2
1988,FL,1656701,2618885,-0.22504143291703171,R+22.5,21,-0.14839232713968514,R+14.8,-0.07664910577734656,R+7.7
1992,FL,2071698,2173310,-0.02393682179161971,R+2.4,25,-0.09635073855469348,R+9.6,0.07241391676307377,D+7.2
1996,FL,2546870,2244536,0.0630992239021281,D+6.3,25,-0.03298125661487597,R+3.3,0.09608048051700407,D+9.6
2000,FL,2912253,2912790,-9.218816067108861e-05,R+0.0,25,-0.0052256465301516375,R+0.5,0.005133458369480549,D+0.5
2004,FL,3583544,3964522,-0.05047359151337574,R+5.0,27,-0.02581329138982819,R+2.6,-0.024660300123547554,R+2.5
2008,FL,4282074,4045624,0.028393200617985906,D+2.8,27,-0.047022144953619546,R+4.7,0.07541534557160545,D+7.5
2012,FL,4237756,4163447,0.008845042787324625,D+0.9,29,-0.03135282319712395,R+3.1,0.04019786598444858,D+4.0
2016,FL,4504975,4617886,-0.012376709455509626,R+1.2,29,-0.03562798926223081,R+3.6,0.023251279806721186,D+2.3
2020,FL,5297045,5668731,-0.03389509324283115,R+3.4,29,-0.07925483566540509,R+7.9,0.04535974242257394,D+4.5
2024,FL,4683038,6110125,-0.1322213886698459,R+13.2,30,-0.11722469723564574,R+11.7,-0.014996691434200151,R+1.5
1936,GA,255364,36942,0.7472374840064864,D+74.7,12,0.49805641800674133,D+49.8,0.24918106599974504,D+24.9
1940,GA,265194,46360,0.7023950904177125,D+70.2,12,0.6024239538845737,D+60.2,0.0999711365331388,D+10.0
1944,GA,268187,59880,0.634952616386287,D+63.5,12,0.5709652607291084,D+57.1,0.06398735565717857,D+6.4
1948,GA,254646,76691,0.5370815815921555,D+53.7,12,0.500358401471305,D+50.0,0.03672318012085056,D+3.7
1952,GA,456823,198979,0.39317354933348786,D+39.3,12,0.5107624404140977,D+51.1,-0.11758889108060984,R+11.8
1956,GA,441094,216652,0.34122898504893984,D+34.1,12,0.5098008185900925,D+51.0,-0.16857183354115265,R+16.9
1960,GA,458638,274472,0.2512119600060018,D+25.1,12,0.2513751880751422,D+25.1,-0.00016322806914037806,R+0.0
1964,GA,522557,616584,-0.0825420206980523,R+8.3,12,-0.29909227475701,R+29.9,0.2165502540589577,D+21.7
1968,GA,334440,380111,-0.06391566172323598,R+6.4,12,-0.04036285490028481,R+4.0,-0.023552806822951175,R+2.4
1972,GA,289529,881496,-0.5055118379197712,R+50.6,12,-0.25500258677472326,R+25.5,-0.2505092511450479,R+25.1
1976,GA,979409,483743,0.33876589718634836,D+33.9,12,0.31601891363148954,D+31.6,0.02274698355485883,D+2.3
