year,abbr,D_votes,R_votes,pres_margin,pres_margin_str,electoral_votes,relative_margin,relative_margin_str,national_margin,national_margin_str
1976,WI,1040232,1004987,0.017232873349993325,D+1.7,11,-0.005514110204865506,R+0.6,0.02274698355485883,D+2.3
1980,WI,981584,1088845,-0.051806171571205775,R+5.2,11,0.05134500381724065,D+5.1,-0.10315117538844643,R+10.3
1984,WI,995740,1198584,-0.09244031419243466,R+9.2,11,0.0900267096480593,D+9.0,-0.18246702384049396,R+18.2
1988,WI,1126794,1047499,0.03646932589122073,D+3.6,11,0.11311843166856729,D+11.3,-0.07664910577734656,R+7.7
1992,WI,1041066,930855,0.055890170042309,D+5.6,11,-0.016523746720764766,R+1.7,0.07241391676307377,D+7.2
1996,WI,1071971,845029,0.11838393322900365,D+11.8,11,0.022303452711999572,D+2.2,0.09608048051700407,D+9.6
2000,WI,1242987,1237279,0.002301366063156129,D+0.2,11,-0.00283209230632442,R+0.3,0.005133458369480549,D+0.5
2004,WI,1489504,1478120,0.003836065485384941,D+0.4,10,0.028496365608932494,D+2.8,-0.024660300123547554,R+2.5
2008,WI,1677211,1262393,0.14111356495636826,D+14.1,10,0.06569821938476281,D+6.6,0.07541534557160545,D+7.5
2012,WI,1620985,1410966,0.06926859965744829,D+6.9,10,0.029070733672999713,D+2.9,0.04019786598444858,D+4.0
2016,WI,1382536,1405284,-0.0081597807605943,R+0.8,10,-0.031411060567315484,R+3.1,0.023251279806721186,D+2.3
2020,WI,1630866,1610184,0.006381265330679872,D+0.6,10,-0.03897847709189407,R+3.9,0.04535974242257394,D+4.5
2024,WI,1668229,1697626,-0.008733887823450505,R+0.9,10,0.006262803610749646,D+0.6,-0.014996691434200151,R+1.5
1936,WV,502582,325358,0.21405415851390197,D+21.4,8,-0.03512690748584307,R+3.5,0.24918106599974504,D+24.9
1940,WV,495662,372414,0.14197835212585072,D+14.2,8,0.04200721559271192,D+4.2,0.0999711365331388,D+10.0
1944,WV,392777,322819,0.09776186563368157,D+9.8,8,0.033774509976503,D+3.4,0.06398735565717857,D+6.4
1948,WV,429188,316251,0.1515040130714921,D+15.2,8,0.11478083295064155,D+11.5,0.03672318012085056,D+3.7
1952,WV,453578,419970,0.038472986029388194,D+3.8,8,0.15606187710999803,D+15.6,-0.11758889108060984,R+11.8
1956,WV,381534,449297,-0.0815605098991251,R+8.2,8,0.08701132364202756,D+8.7,-0.16857183354115265,R+16.9
1960,WV,441786,395995,0.05465748208660736,D+5.5,8,0.054820710155747736,D+5.5,-0.00016322806914037806,R+0.0
1964,WV,538087,253953,0.3587369324781577,D+35.9,7,0.1421866784192,D+14.2,0.2165502540589577,D+21.7
1968,WV,374091,307555,0.09761078330981184,D+9.8,7,0.12116359013276301,D+12.1,-0.023552806822951175,R+2.4
1972,WV,277435,484964,-0.272205236365735,R+27.2,6,-0.02169598522068711,R+2.2,-0.2505092511450479,R+25.1
1976,WV,435864,314726,0.16139037290664676,D+16.1,6,0.13864338935178794,D+13.9,0.02274698355485883,D+2.3
1980,WV,367462,334206,0.047395634402594956,D+4.7,6,0.15054680979104137,D+15.1,-0.10315117538844643,R+10.3
1984,WV,328125,405483,-0.10544868649196847,R+10.5,6,0.07701833734852549,D+7.7,-0.18246702384049396,R+18.2
1988,WV,341016,310065,0.04753786395241145,D+4.8,6,0.12418696972975801,D+12.4,-0.07664910577734656,R+7.7
1992,WV,331001,241974,0.15537676163881495,D+15.5,5,0.08296284487574118,D+8.3,0.07241391676307377,D+7.2
1996,WV,327812,233946,0.16709330352215723,D+16.7,5,0.07101282300515316,D+7.1,0.09608048051700407,D+9.6
2000,WV,295497,336475,-0.0648414803187483,R+6.5,5,-0.06997493868822885,R+7.0,0.005133458369480549,D+0.5
2004,WV,326541,423778,-0.12959421259490964,R+13.0,5,-0.10493391247136208,R+10.5,-0.024660300123547554,R+2.5
2008,WV,303857,397466,-0.13347487534274508,R+13.3,5,-0.20889022091435053,R+20.9,0.07541534557160545,D+7.5
2012,WV,238269,417655,-0.27348595264085473,R+27.3,5,-0.3136838186253033,R+31.4,0.04019786598444858,D+4.0
2016,WV,188794,489371,-0.4432210450259155,R+44.3,5,-0.46647232483263673,R+46.6,0.023251279806721186,D+2.3
2020,WV,235984,545382,-0.3959706462784406,R+39.6,5,-0.44133038870101454,R+44.1,0.04535974242257394,D+4.5
2024,WV,214309,533556,-0.42687784560047604,R+42.7,4,-0.4118811541662759,R+41.2,-0.014996691434200151,R+1.5
1936,WY,62624,38739,0.235638250643726,D+23.6,3,-0.013542815356019033,R+1.4,0.24918106599974504,D+24.9
1940,WY,59287,52633,0.059453180843459616,D+5.9,3,-0.04051795568967918,R+4.1,0.0999711365331388,D+10.0
1944,WY,49419,51921,-0.024689165186500887,R+2.5,3,-0.08867652084367945,R+8.9,0.06398735565717857,D+6.4
1948,WY,52354,47947,0.04393774738038504,D+4.4,3,0.007214567259534482,D+0.7,0.03672318012085056,D+3.7
1952,WY,47934,81047,-0.2567277350927656,R+25.7,3,-0.13913884401215576,R+13.9,-0.11758889108060984,R+11.8
1956,WY,49554,74573,-0.20155969289517994,R+20.2,3,-0.03298785935402729,R+3.3,-0.16857183354115265,R+16.9
1960,WY,63331,77451,-0.10029691295762243,R+10.0,3,-0.10013368488848205,R+10.0,-0.00016322806914037806,R+0.0
1964,WY,80718,61998,0.1311695955604137,D+13.1,3,-0.08538065849854401,R+8.5,0.2165502540589577,D+21.7
1968,WY,45173,70927,-0.2218260120585702,R+22.2,3,-0.19827320523561903,R+19.8,-0.023552806822951175,R+2.4
1972,WY,44358,100464,-0.38741351452127437,R+38.7,3,-0.13690426337622646,R+13.7,-0.2505092511450479,R+25.1
1976,WY,62239,92717,-0.1966880921035649,R+19.7,3,-0.2194350756584237,R+21.9,0.02274698355485883,D+2.3
1980,WY,49427,110700,-0.3826525195625972,R+38.3,3,-0.2795013441741508,R+28.0,-0.10315117538844643,R+10.3
1984,WY,53370,133241,-0.42800799524143807,R+42.8,3,-0.2455409714009441,R+24.6,-0.18246702384049396,R+18.2
1988,WY,67113,106867,-0.22849752845154617,R+22.8,3,-0.15184842267419962,R+15.2,-0.07664910577734656,R+7.7
1992,WY,68160,79347,-0.07584046858793142,R+7.6,3,-0.14825438535100519,R+14.8,0.07241391676307377,D+7.2
1996,WY,77934,105388,-0.1497583486979195,R+15.0,3,-0.2458388292149236,R+24.6,0.09608048051700407,D+9.6
2000,WY,60481,147947,-0.4196461128063408,R+42.0,3,-0.4247795711758213,R+42.5,0.005133458369480549,D+0.5
2004,WY,70776,167629,-0.40625406346343407,R+40.6,3,-0.38159376333988654,R+38.2,-0.024660300123547554,R+2.5
2008,WY,82868,164958,-0.3312404671019183,R+33.1,3,-0.40665581267352374,R+40.7,0.07541534557160545,D+7.5
2012,WY,69286,170962,-0.4232126802304286,R+42.3,3,-0.46341054621487715,R+46.3,0.04019786598444858,D+4.0
2016,WY,55973,174419,-0.5141063925830758,R+51.4,3,-0.5373576723897969,R+53.7,0.023251279806721186,D+2.3
2020,WY,73491,193559,-0.4496086875117019,R+45.0,3,-0.49496842993427587,R+49.5,0.04535974242257394,D+4.5
2024,WY,69527,192633,-0.46958346048214833,R+47.0,3,-0.4545867690479482,R+45.5,-0.014996691434200151,R+1.5
