year,PC1,PC2,PC3,PC4,PC5
2008,-1.6864766028163551,0.42081314297573186,-0.6062549808878768,1.4465418795368956,1.1260470974793393
2012,-0.6734526748661257,0.6818243889135222,1.7417369374212257,-2.0415908837998313,1.1159256742255175
2016,-0.22812108539904505,-2.839322879937973,-0.42271805036507,0.5367025422957191,0.7528313871839821
2020,-0.1240096775623119,1.7648961634590612,-1.6276966961094617,0.10602812493593758,-0.7014067709462606
2024,2.712060040643838,-0.02821081541034212,0.9149327899411833,-0.04768166296872034,-2.2933973879425777
