feature,PC1,PC2,PC3,PC4,PC5
lockedR,-0.2996712683923685,-0.11015671844771695,-0.5245918392310897,0.16620361788536878,0.07916998484403862
safeR,0.6951363052892747,-0.01730780192123578,-0.14963584620129586,0.0012599334900791853,0.13343605218281993
leanR,0.6163579986680853,0.012178384103319825,0.06232038193951895,0.11963209235144542,-0.062469328171986714
tiltR,0.0579574670243343,-0.03550447236334118,0.02689244926319378,-0.08885927944256718,0.8770787301250275
swing,0.032875781117117225,-0.005355238874564079,0.013260424492452625,0.9284462366899765,-0.05626651158997701
tiltD,0.16471254956538325,-0.156047024937662,0.008074994160460697,-0.27116057722946163,-0.4426028115370669
leanD,-0.1231266861232045,-0.025731447392365017,0.8050012565715766,0.06079506434842647,0.055031674554708636
safeD,-0.008995842011740878,-0.7497027034208785,-0.11146122206486579,-0.04858215510571936,0.017070984677738148
lockedD,-0.01656050981428514,0.6317131099633284,-0.1926494495628893,-0.09257549457031843,-0.019347993396845994
