rank,E_EV,E_VAR,E_SHOCK,E_RESID,E_TOTAL,evd,shock_frac,n_avail
128,0.021579135142149073,0.4883130831488085,0.0,3.0404264906618925,3.55031870895285,0.0008832462349964516,0.1004524886877828,56.0
122,0.3417018464137965,0.6506211124248041,0.0,2.590656497456408,3.582979456295009,-0.00038685449866763047,0.1085972850678733,56.0
243,0.14360691411102008,0.4040809159335498,0.0,3.036815500331661,3.5845033303762306,-2.985216656860995e-05,0.05429864253393665,56.0
353,0.04531446446206418,0.3990009458994374,0.0,3.1680344519556005,3.612349862317102,0.0009978035446623675,0.01809954751131222,56.0
64,0.05219298715094992,0.8121614994394688,0.0,2.7698121037040964,3.634166590294515,0.001024867097986163,0.18099547511312217,56.0
94,0.8942912408709923,0.6744893393709632,0.0,2.0653941127819255,3.634174693023881,-0.0010139026188520847,0.1420814479638009,56.0
55,0.07665157210372449,0.8530460742653423,0.0,2.7085334268873233,3.63823107325639,0.0011089135534909315,0.19909502262443438,56.0
111,0.00847861818052788,0.45702897222671546,0.0,3.1732356863909366,3.6387432767981798,0.00046828221978289196,0.12126696832579185,56.0
193,1.7123684724159292,0.5099510495097382,0.0,1.4188606050887649,3.641180127014432,0.0029003959105225983,0.07239819004524888,56.0
58,0.7211497865867691,0.9683099882965505,0.0,1.9588723469230065,3.648332121806326,0.0021027408411671707,0.1936651583710407,56.0
66,0.17059730290222808,1.3158125628325368,0.0,2.169952294992762,3.656362160727527,0.0013453678844071648,0.18099547511312217,56.0
65,0.001198982227527242,0.877565561011352,0.0,2.783397803804144,3.662162347043023,0.0005680444786164626,0.18823529411764706,56.0
321,0.8253199147301088,0.424579965117094,0.0,2.4150208915527007,3.6649207713999035,0.002205650732005754,0.0334841628959276,56.0
59,0.8013879964116415,0.9486534567622587,0.0,1.9156814900371768,3.665722943211077,0.002182611268547697,0.22986425339366515,56.0
57,0.17210843082902105,0.9752326957549576,0.0,2.5203174430795765,3.6676585696635553,0.0013485373021858101,0.21176470588235294,56.0
118,0.22202234588592554,0.5936218891314624,0.0,2.8526347055529606,3.6682789405703486,-0.00019001440910198424,0.12126696832579185,56.0
317,0.3159403045559187,0.23401782271803484,0.0,3.126225831135182,3.676183958409135,0.001604182605334827,0.03619909502262444,56.0
144,0.24249240871965494,0.6534676822917412,0.0,2.7878843858239857,3.683844476835382,-0.00022690051479544058,0.10588235294117647,56.0
367,1.3783311342509244,0.3235679723922204,0.0,1.982026792723352,3.6839258993664967,-0.0014104189079483303,0.01809954751131222,56.0
75,0.45110146513661126,0.7016006380753732,0.0,2.5361029248459617,3.688805028057946,0.0017944156187055917,0.1755656108597285,56.0
271,0.6471648453454691,0.73187770344099,0.0,2.3189292141266917,3.6979717629131508,0.002025054061071513,0.05429864253393665,56.0
91,0.11823034560535498,0.8456708737493166,0.0,2.7356220364821837,3.6995232558368554,0.0012252292151779315,0.15746606334841629,56.0
370,1.0343488582267835,0.39580079443844385,0.0,2.2769507912544835,3.707100443919711,0.0023941525951997242,0.01809954751131222,56.0
67,0.044568948437112246,1.0460610995956499,0.0,2.626308018595337,3.7169380666280993,0.000994750319530913,0.21447963800904976,56.0
130,0.10933192370472873,1.5683205708399572,0.0,2.0401864621451407,3.7178389566898264,5.4018718864456104e-05,0.31764705882352945,56.0
71,0.3775403995775325,0.9212231238855559,0.0,2.4195682371920304,3.718331760655119,-0.0004387566875319812,0.23529411764705882,56.0
70,0.01879644144468015,1.0739056924343955,0.0,2.628815864945906,3.7215179988249814,0.0003901077127475266,0.232579185520362,56.0
69,0.11759036057004367,0.8675079553221019,0.0,2.7450914315188166,3.730189747410962,0.0012236110712835152,0.21176470588235294,56.0
89,0.08485729688131784,1.077111613678726,0.0,2.574650866179012,3.7366197767390563,0.00012234832622037058,0.2660633484162896,56.0
76,0.7435408334896362,0.7005223911220533,0.0,2.2931829504489025,3.737246175060592,-0.000869117784353599,0.1909502262443439,56.0
95,4.730178149040742e-05,0.8517908192511869,0.0,2.893943270562905,3.7457813915955827,0.0006162276552166652,0.15746606334841629,56.0
80,0.011290800117090834,1.2206592083429937,0.0,2.516325652351643,3.7482756608117276,0.0004436620371526868,0.24524886877828056,56.0
384,0.1812224299722292,0.5308562593175673,0.0,3.0433647585194925,3.755443447809289,-0.00011102467145079464,0.01809954751131222,56.0
192,0.2241078628509389,1.2264962092042913,0.0,2.305579414969535,3.7561834870247655,0.0014501882547686756,0.351131221719457,56.0
85,0.007770453629250508,1.1403285232757172,0.0,2.6093473754898193,3.757446352394787,0.0004751049936427029,0.18099547511312217,56.0
107,0.00010606939017667826,0.7425710954113997,0.0,3.018043770356989,3.7607209351585653,0.0006102867451075033,0.1420814479638009,56.0
77,0.11037767848059953,0.8511959172132528,0.0,2.7993035249829465,3.760877120676799,5.1279388223008857e-05,0.19909502262443438,56.0
92,0.1630258345036926,0.7455209036003371,0.0,2.8642062694527795,3.772753007556809,0.0013292718872570603,0.1728506787330317,56.0
78,1.1401126802608759,0.8452814737682595,0.0,1.7901707592668747,3.77556491329601,-0.0012259027053179881,0.20904977375565612,56.0
81,0.2556979808280485,1.2141315713344443,0.0,2.3096981338615183,3.7795276860240112,-0.00024987446045082935,0.22986425339366515,56.0
292,1.1649878087156622,0.46581462351800645,0.0,2.1565314463962313,3.7873338786299,0.0025023598815102324,0.05429864253393665,56.0
82,0.5992033871915011,1.1411809426512372,0.0,2.0501904135250695,3.7905747433678076,0.0019722961596214256,0.21447963800904976,56.0
142,0.050914799013388065,1.2845374907651177,0.0,2.4657330578369554,3.801185347615461,0.0010199795021915675,0.31493212669683257,56.0
159,1.0473605508920516,0.6860413839839133,0.0,2.0704269430361455,3.8038288779121103,-0.001148885444167646,0.1085972850678733,56.0
83,0.57890575733347,0.852172492008463,0.0,2.373407932281258,3.804486181623191,-0.0006929942142394592,0.2244343891402715,56.0
104,0.5080412654659828,0.5938356314586996,0.0,2.7041391373590136,3.806016034283696,-0.0006094928652772679,0.15475113122171946,56.0
134,0.6785178363296487,0.520803495671922,0.0,2.6143936377171846,3.813714969718755,0.0020584910718591714,0.12669683257918551,56.0
90,0.07973785875895215,1.1714692283131645,0.0,2.564601143725649,3.8158082307977654,0.0001378437764026218,0.24524886877828056,56.0
194,1.1856859566644042,0.42240902482701514,0.0,2.2216319921537764,3.8297269736451955,0.002518935792408019,0.08778280542986425,56.0
297,0.3865397656885864,0.4761200394084928,0.0,2.968299844519765,3.830959649616844,0.0017077379867080616,0.05429864253393665,56.0
153,0.49917478662416226,1.4880267606075146,0.0,1.8588917356071635,3.84609328283884,0.001854985419450502,0.31764705882352945,56.0
93,1.1379974214218738,0.7312758017181955,0.0,1.9786643551912273,3.8479375783312966,0.002480522081486977,0.1936651583710407,56.0
313,0.20187469465453267,0.3478010796173522,0.0,3.3059544220741626,3.8556301963460475,0.0014083482846590702,0.048868778280542986,56.0
141,0.022229984806921028,0.7402083615572039,0.0,3.1028573281409595,3.8652956745050844,0.00036927576786291265,0.12669683257918551,56.0
99,0.4032285873135888,0.8371673116286796,0.0,2.6308641295427257,3.8712600284849943,-0.00047445674092722913,0.17828054298642534,56.0
206,0.560905612013681,0.3990423052294124,0.0,2.9214887982918816,3.881436715534975,0.0019286323905332253,0.08778280542986425,56.0
184,0.10036528736393092,1.4373501281219565,0.0,2.354425214639498,3.8921406301253856,7.806624712239276e-05,0.3330316742081448,56.0
176,2.9159505076132617e-05,0.6065008613182213,0.0,3.2892662324002644,3.895796253223562,0.0006187935082549532,0.10588235294117647,56.0
110,0.2538376567892149,0.6366645924038601,0.0,3.0089245867587344,3.899426835951809,-0.0002466745345097508,0.16289592760180996,56.0
120,0.018259906105817347,1.064910936321254,0.0,2.8196537963185886,3.9028246387456598,0.0003935299987095405,0.2841628959276018,56.0
272,1.2886161626756523,0.5311368064736585,0.0,2.0920394202187276,3.9117923893680384,-0.00134295724334478,0.06968325791855204,56.0
358,0.9694345062592555,0.38435777540887783,0.0,2.560128332819104,3.913920614487237,-0.0010814992810674042,0.0334841628959276,56.0
97,0.09785481184261215,1.0467430698283569,0.0,2.7839393234802152,3.9285372051511844,8.498979568387528e-05,0.2171945701357466,56.0
103,0.3002530103879933,1.18115817273425,0.0,2.455204284137255,3.9366154672594984,0.0015796432793117312,0.24524886877828053,56.0
131,0.504040625891682,0.8537218944555707,0.0,2.579516901293821,3.9372794216410734,-0.000604610161970599,0.14479638009049775,56.0
165,0.12738453336087707,1.6493235597586702,0.0,2.1687593950123456,3.945467488131893,0.0012479124932080572,0.31764705882352934,56.0
101,0.026670403866768205,0.7768380500394084,0.0,3.1422575850782715,3.945766038984448,0.0003445952249287851,0.2063348416289593,56.0
127,0.46778426798338085,1.0980597910773684,0.0,2.4062090782916905,3.9720531373524395,-0.0005594449916911286,0.27873303167420815,56.0
105,0.2220642119478123,0.9506848367993332,0.0,2.8027349636350753,3.975484012382221,-0.00019009154671319542,0.232579185520362,56.0
106,0.6281201578873756,1.0795781625449241,0.0,2.2786963483652256,3.9863946687975256,0.002004346916334587,0.20904977375565612,56.0
139,0.10199918371570484,0.9408295618049801,0.0,2.946368828242046,3.9891975737627314,7.360661744611066e-05,0.14479638009049775,56.0
167,0.21933320079297253,0.6704877518126626,0.0,3.10206474596,3.991885698565635,0.0014413844811491825,0.12126696832579185,56.0
231,0.064003901649537,0.5100663899391717,0.0,3.4247481595189373,3.998818451107646,0.0010674649040734027,0.09049773755656108,56.0
233,0.03079023739352747,0.6969658173916122,0.0,3.2711605367911227,3.9989165915762626,0.0009328609001283007,0.09049773755656108,56.0
239,0.19380774955213081,0.5971061830273541,0.0,3.213202278697072,4.004116211276557,0.0013926013449006604,0.08778280542986425,56.0
109,0.9496735651682834,0.9384904833821917,0.0,2.1236639988638553,4.01182804741433,0.002320324739096122,0.23529411764705882,56.0
116,0.13876910583454755,1.1895473285726943,0.0,2.686624354204639,4.014940788611881,-1.8673536849585053e-05,0.24796380090497736,56.0
129,0.6169099169026403,0.915127655005779,0.0,2.484112282094259,4.016149854002679,0.0019920111164201133,0.1601809954751131,56.0
108,0.7102436012787288,0.8790074037380122,0.0,2.4311018561462614,4.020352861163002,-0.0008352080413016778,0.20904977375565612,56.0
115,0.8373245403041372,0.8131941482867963,0.0,2.382810692899037,4.0333293814899704,0.0022170818746100216,0.1936651583710407,56.0
114,0.3145898154504958,1.0358052866766134,0.0,2.6851953935997646,4.035590495726874,0.0016020943850835814,0.19638009049773755,56.0
269,0.21988030457571506,1.550585483467937,0.0,2.266043744678503,4.036509532722155,0.0014423980887222927,0.35384615384615387,56.0
112,1.2321095800337476,1.2808287884484886,0.0,1.5292953553763167,4.042233723858553,0.002555595344374247,0.22986425339366515,56.0
187,0.014913332337455058,1.5414558362673503,0.0,2.495343574415281,4.0517127430200865,0.00041611910033702466,0.31764705882352934,56.0
200,0.07311102182767665,0.7534049829564288,0.0,3.2292574156516,4.055773420435705,0.00015866063323014684,0.10588235294117647,56.0
157,0.2582429801864512,0.6796128243267375,0.0,3.126852852259903,4.0647086567730915,-0.0002542332939510939,0.1420814479638009,56.0
227,0.18778659756883542,0.733876544427797,0.0,3.1575791681131453,4.079242310109778,0.0013806331120957104,0.1004524886877828,56.0
224,0.055145562524800705,0.8377963556140469,0.0,3.1926299061333854,4.0855718242722325,0.0010359333895102985,0.10316742081447962,56.0
201,1.3621414784342722,0.857996013710314,0.0,1.8655860565303268,4.085723548674913,-0.0013984110742296715,0.1085972850678733,56.0
395,0.904173088066484,0.4578416419694056,0.0,2.731111000741329,4.093125730777219,0.0022792901920007467,0.03619909502262444,56.0
204,0.3280971122197244,0.5646844275188112,0.0,3.2056977097690353,4.098479249507571,-0.0003664428485618369,0.1085972850678733,56.0
125,0.5480388027087043,1.0706666395780757,0.0,2.4842410869762652,4.102946529263045,-0.0006572898640442836,0.19909502262443438,56.0
119,0.03634583935122069,1.0012018470010708,0.0,3.0655008405046638,4.103048526856956,0.0009592098756246812,0.21447963800904976,56.0
121,0.4158704351973196,0.877579098677666,0.0,2.8110417751264247,4.104491309001411,0.001747947999810164,0.21176470588235294,56.0
124,0.37402326327526947,0.9363009672334454,0.0,2.797239263719997,4.107563494228712,-0.0004337753566700433,0.22986425339366515,56.0
258,1.0021947795019632,0.7658643878655718,0.0,2.3503397819737497,4.118398949341285,-0.0011101468492937068,0.09049773755656108,56.0
242,0.08042676435704041,1.4745651123228654,0.0,2.5776649635237905,4.132656840203696,0.00013573021286556364,0.3357466063348416,56.0
168,1.3153486418004108,0.8179062908917851,0.0,2.0080890091141774,4.141343941806373,-0.001363297915067293,0.13936651583710405,56.0
163,2.0920644350625643,0.6994435574244514,0.0,1.3552973784804272,4.146805370967443,-0.0018833717633576193,0.14479638009049775,56.0
136,0.00302586619994034,1.2022239697078756,0.0,2.951562033167006,4.156811869074822,0.0005326536997591787,0.2506787330316742,56.0
132,0.3603237820458335,1.4474945231501406,0.0,2.3559287624215233,4.163747067617497,-0.0004141458118554521,0.232579185520362,56.0
133,0.943274062326903,1.0354410148016984,0.0,2.1861724493657735,4.164887526494375,-0.0010582735843086728,0.232579185520362,56.0
156,1.356143146300777,0.6970764350735853,0.0,2.113742669514654,4.166962250889016,-0.0013939440202839336,0.1601809954751131,56.0
148,0.09061054770388786,1.3538298109500786,0.0,2.7322319132864563,4.176672271940423,0.0011508577354382922,0.26334841628959277,56.0
309,0.2218828092962531,0.6592950591876914,0.0,3.2961093211253707,4.177287189609315,-0.00018975726243279818,0.07239819004524888,56.0
310,0.7307437944410812,0.602902310783968,0.0,2.845249372415282,4.1788954776403315,-0.0008561769939054702,0.07239819004524888,56.0
146,0.06313206286685843,0.9159636463236731,0.0,3.2032086436536296,4.182304352844161,0.0010644626847646117,0.17828054298642534,56.0
161,0.3416425199203283,1.2003189819377296,0.0,2.6440405621724796,4.1860020640305375,-0.00038676638023598525,0.281447963800905,56.0
162,0.6471433409230536,1.0943254609934863,0.0,2.4467481802205797,4.18821698213712,-0.0007686907409968323,0.281447963800905,56.0
244,0.16920784953386867,0.6203023546637033,0.0,3.400721376536387,4.1902315807339585,-8.61011430117306e-05,0.10316742081447965,56.0
149,1.4207862800678714,0.6601597930781637,0.0,2.120012634006233,4.200958707152267,-0.0014415769497916732,0.1755656108597285,56.0
190,0.3478044362402601,1.503108998178177,0.0,2.3689798056843014,4.2198932401027385,-0.00039587825183481917,0.302262443438914,56.0
211,0.659184814627299,0.6509143156889311,0.0,2.9167904035735157,4.226889533889746,0.0020379667331899875,0.12126696832579185,56.0
179,0.5436027748175859,0.8282005132002366,0.0,2.8560265947878065,4.227829882805629,-0.0006520768005075777,0.14479638009049775,56.0
152,0.5951220937517061,0.994584511569071,0.0,2.640026747337827,4.229733352658604,-0.000711370671608184,0.17828054298642534,56.0
147,0.6098339559161623,1.0097558621613139,0.0,2.611142540327341,4.2307323584048175,-0.0007278268135590352,0.1909502262443439,56.0
158,0.5192105159539891,0.7801725485521961,0.0,2.9399779436524835,4.239361008158669,0.0018793639765884965,0.1755656108597285,56.0
185,0.24323462942644705,0.7010272958595771,0.0,3.2993115038475795,4.243573429133604,-0.00022820811488369547,0.1420814479638009,56.0
151,0.5099198119749904,1.247131132666759,0.0,2.491276711643384,4.248327656285133,-0.0006117789611420994,0.24796380090497736,56.0
209,0.8859564853465435,0.8444329524974543,0.0,2.5179900228314436,4.248379460675441,0.00226257279473421,0.12398190045248868,56.0
150,0.2814667389298055,0.8839223465497048,0.0,3.0873133310371013,4.252702416516612,-0.0002930564525667305,0.18823529411764703,56.0
171,0.11692899087881765,0.9082168769127158,0.0,3.232707540183986,4.257853407975519,0.0012219342249493257,0.15746606334841629,56.0
