year,PC1,PC2,PC3,PC4,PC5
2008,-7.281159588713792,0.26942719155228995,-1.9310963650001676,3.4722883382773344,-2.656494386234177
2012,-4.689051044409404,-2.1140093906662507,4.466662440981429,-0.2519249980798747,-0.47742324262270697
2016,4.95600698783696,-5.175098535969843,-1.3898628725304245,-0.11528589801369923,0.2876637505329713
2020,4.608541795725478,1.5879107813517266,0.45164110628371523,1.0169067091859798,1.664736559629685
2024,2.405661849560753,5.431769953732079,-1.5973443097345497,-4.121984151369734,1.1815173186942267
