year,abbr,district,R_votes,D_votes,T_votes
2000,MI,12,111692,138838,257814
2000,MI,13,101327,153051,262715
2000,MI,14,21403,172098,195476
2000,MI,15,19262,139570,160912
2000,MI,16,107676,131830,246014
2000,MN,1,137562,132727,288202
2000,MN,2,158071,118432,293580
2000,MN,3,170412,154997,342160
2000,MN,4,101741,157582,279530
2000,MN,5,76389,170176,272148
2000,MN,6,176703,169478,366006
2000,MN,7,149830,108950,279046
2000,MN,8,138951,155924,316963
2000,MS,1,129269,81815,214313
2000,MS,2,69429,105046,177642
2000,MS,3,138975,68542,209757
2000,MS,4,107233,86201,196957
2000,MS,5,128343,63360,195656
2000,MO,1,39990,156288,200390
2000,MO,2,165499,130905,303243
2000,MO,3,118593,130055,256136
2000,MO,4,158990,107701,273051
2000,MO,5,84603,144769,235636
2000,MO,6,146972,123389,277917
2000,MO,7,173749,97734,278508
2000,MO,8,139318,92043,236720
2000,MO,9,162127,128189,298138
2000,MT,AL,240178,137126,410997
2000,NE,1,142161,86773,241425
2000,NE,2,131886,89148,231612
2000,NE,3,159815,55859,223984
2000,NV,1,99196,127686,235811
2000,NV,2,202379,152292,369844
2000,NH,1,142114,132760,288429
2000,NH,2,131445,133588,266466
2000,NJ,1,76130,147886,232453
2000,NJ,2,105536,135690,248986
2000,NJ,3,125056,153121,287722
2000,NJ,4,117407,138233,265756
2000,NJ,5,146995,126970,284005
2000,NJ,6,82854,125102,217661
2000,NJ,7,107721,136337,252458
2000,NJ,8,78688,132013,217460
2000,NJ,9,76488,143883,226715
2000,NJ,10,22210,136896,161878
2000,NJ,11,156378,126748,293405
2000,NJ,12,140494,155814,308791
2000,NJ,13,40517,116791,161538
2000,NM,1,101178,104705,214732
2000,NM,2,95241,75695,176449
2000,NM,3,89751,106284,205723
2000,NY,1,114126,140275,267381
2000,NY,2,89583,125111,224490
2000,NY,3,115123,152108,277384
2000,NY,4,94318,147864,251197
2000,NY,5,83305,148740,240688
2000,NY,6,18258,148658,169743
2000,NY,7,37255,104297,146659
2000,NY,8,37600,170136,221921
2000,NY,9,51696,120475,178588
2000,NY,10,11999,154372,171487
2000,NY,11,11607,140287,157254
2000,NY,12,16575,103110,127812
2000,NY,13,86342,103603,196579
2000,NY,14,55349,173003,242503
2000,NY,15,10136,150560,167699
2000,NY,16,7965,122663,132061
2000,NY,17,17404,138318,159706
2000,NY,18,81890,133423,223214
2000,NY,19,120101,131985,264544
2000,NY,20,112232,141973,265001
2000,NY,21,98185,151230,264341
2000,NY,22,140133,124194,281044
2000,NY,23,115796,102750,230207
2000,NY,24,103632,103959,218105
2000,NY,25,106027,132612,251147
2000,NY,26,101446,124913,243826
2000,NY,27,147221,117608,278640
2000,NY,28,105917,133723,251613
2000,NY,29,103954,126421,243550
2000,NY,30,85819,145317,244382
2000,NY,31,124681,99880,235851
2000,NC,1,85805,109118,195713
2000,NC,2,138757,110754,251070
2000,NC,3,119575,73727,194746
2000,NC,4,157574,168360,328700
2000,NC,5,152474,90983,245277
2000,NC,6,169110,92121,263173
2000,NC,7,121966,108920,232373
2000,NC,8,115927,88678,206071
2000,NC,9,158843,104232,264998
2000,NC,10,162795,79993,244700
2000,NC,11,158394,106829,269610
2000,NC,12,89945,123979,215193
2000,ND,AL,174852,95284,288267
2000,OH,1,104892,111593,223801
2000,OH,2,188081,91175,287444
2000,OH,3,108751,114028,229336
2000,OH,4,148804,83337,240061
2000,OH,5,143702,98012,249977
2000,OH,6,136818,99471,245412
2000,OH,7,146294,99227,253223
2000,OH,8,167464,89364,264461
2000,OH,9,98449,129236,234753
2000,OH,10,98558,121551,231560
2000,OH,11,31916,164919,203037
2000,OH,12,139666,127079,274704
2000,OH,13,139381,130106,280218
2000,OH,14,100397,128790,238827
2000,OH,15,128190,111171,245942
2000,OH,16,129707,101890,241429
2000,OH,17,91618,140935,242304
2000,OH,18,122470,107802,241178
2000,OH,19,126051,136145,272941
2000,OK,1,140301,84583,227868
2000,OK,2,111770,97609,212820
2000,OK,3,110667,83545,196675
2000,OK,4,119496,73224,194889
2000,OK,5,151538,68199,222305
2000,OK,6,110166,66922,179070
2000,OR,1,144545,168358,331574
2000,OR,2,186788,108211,313319
2000,OR,3,87936,173019,282809
2000,OR,4,145738,129795,295901
2000,OR,5,148570,140959,306946
2000,PA,1,24389,156598,184196
2000,PA,2,22291,185537,211576
2000,PA,3,63562,133966,202645
2000,PA,4,125648,117458,249382
2000,PA,5,122604,79664,209642
2000,PA,6,114910,95024,217738
2000,PA,7,131087,138550,277851
2000,PA,8,128022,138605,275512
2000,PA,9,138938,69050,213066
2000,PA,10,122345,114303,245767
2000,PA,11,98903,104503,212199
2000,PA,12,110436,94782,211240
2000,PA,13,123049,155042,285468
2000,PA,14,79993,143004,230571
2000,PA,15,109495,114676,232927
2000,PA,16,148175,97689,252697
2000,PA,17,144956,89402,240745
2000,PA,18,101324,141096,249606
2000,PA,19,147828,85775,240717
2000,PA,20,110688,120895,237867
2000,PA,21,112340,110246,230510
2000,RI,1,60441,121686,195080
2000,RI,2,69743,125429,209866
2000,SC,1,144012,92275,243078
2000,SC,2,159089,108762,274721
2000,SC,3,140769,77467,223375
2000,SC,4,152575,78802,237240
2000,SC,5,119817,89334,213054
2000,SC,6,70619,119393,192557
2000,SD,AL,190700,118804,316269
2000,TN,1,131954,80431,215553
2000,TN,2,145009,94298,243402
2000,TN,3,122646,99641,225932
2000,TN,4,115897,101045,219939
2000,TN,5,90235,127867,222041
2000,TN,6,152420,127606,284329
2000,TN,7,154685,109803,267637
2000,TN,8,104490,103787,210653
2000,TN,9,44613,137243,184125
2000,TX,1,137335,77186,217072
2000,TX,2,133772,81553,218727
2000,TX,3,185390,80293,272694
2000,TX,4,174983,68192,247027
2000,TX,5,106758,77805,189550
2000,TX,6,206470,84493,297782
2000,TX,7,185186,69151,261829
2000,TX,8,220983,63869,290479
2000,TX,9,120872,99116,224813
2000,TX,10,132690,122919,289337
2000,TX,11,127348,64554,195321
2000,TX,12,110472,75366,190092
2000,TX,13,120503,54473,178502
2000,TX,14,147328,80100,235000
2000,TX,15,72316,87126,161628
2000,TX,16,54051,79542,137039
2000,TX,17,147621,59187,210207
2000,TX,18,45818,123707,175396
2000,TX,19,162657,39870,205942
2000,TX,20,63632,81714,150053
2000,TX,21,247819,82045,341080
2000,TX,22,163375,93648,263327
2000,TX,23,116458,85085,206087
2000,TX,24,80412,86072,169215
2000,TX,25,85064,88661,179145
2000,TX,26,213622,81206,303301
2000,TX,27,80089,81034,164312
2000,TX,28,69309,93121,165349
2000,TX,29,45190,70412,117596
2000,TX,30,41673,101911,145593
2000,UT,1,193635,59858,267680
2000,UT,2,148244,88077,260746
2000,UT,3,173217,55118,241980
2000,VT,AL,119775,149022,294308
2000,VA,1,161116,109084,277605
2000,VA,2,99979,84344,188834
2000,VA,3,57002,117113,178773
2000,VA,4,116861,116388,237086
2000,VA,5,134391,96097,238816
2000,VA,6,135417,89524,231856
2000,VA,7,194807,109312,312652
2000,VA,8,109034,149591,270240
2000,VA,9,116851,90916,214315
2000,VA,10,191443,128515,329962
2000,VA,11,120589,126406,256501
2000,WA,1,123804,159462,297324
2000,WA,2,140437,146456,304471
2000,WA,3,139179,136691,292370
2000,WA,4,147675,80316,236931
2000,WA,5,142185,103116,257352
2000,WA,6,113753,133491,261366
2000,WA,7,58480,210797,291396
2000,WA,8,145410,152597,310544
2000,WA,9,97941,124726,232985
2000,WV,1,121267,96340,224930
2000,WV,2,124756,101675,231629
2000,WV,3,90450,97482,191715
2000,WI,1,131456,136146,278007
2000,WI,2,118311,188419,324731
2000,WI,3,131692,140163,287349
2000,WI,4,139680,126687,277019
2000,WI,5,72972,153447,235276
2000,WI,6,150127,122374,284635
2000,WI,7,130173,134035,280010
2000,WI,8,152700,129152,294376
2000,WI,9,210165,112561,333900
2000,WY,AL,147947,60481,218351
2004,AL,1,168117,91832,261883
2004,AL,2,170427,84043,255784
2004,AL,3,146380,103456,251454
2004,AL,4,186509,73504,261985
2004,AL,5,167552,110633,280574
2004,AL,6,248095,69449,319761
2004,AL,7,88433,160875,250394
2004,AK,AL,190889,111025,312598
2004,AZ,1,139221,117673,259026
2004,AZ,2,182326,112620,296687
2004,AZ,3,150511,107881,260004
2004,AZ,4,43967,71805,116702
2004,AZ,5,152576,127811,282007
2004,AZ,6,188372,102902,292733
2004,AZ,7,79674,105532,186448
2004,AZ,8,167647,147300,316961
2004,AR,1,127179,115994,246193
2004,AR,2,145392,134478,282655
2004,AR,3,171853,100656,275958
2004,AR,4,128474,118825,250139
2004,CA,1,111754,173926,292004
2004,CA,2,173528,102254,280054
2004,CA,3,176512,123671,303200
2004,CA,4,216838,132267,353863
2004,CA,5,77788,125378,205338
2004,CA,6,90432,226051,321463
2004,CA,7,72994,153988,229282
2004,CA,8,40558,244009,288591
2004,CA,9,33450,228642,266174
2004,CA,10,117037,169373,289508
2004,CA,11,151397,127102,280805
2004,CA,12,73740,193689,270075
2004,CA,13,60559,153598,216535
2004,CA,14,83326,188864,276171
2004,CA,15,82742,145007,230652
2004,CA,16,70190,125415,197694
2004,CA,17,75005,149029,227287
2004,CA,18,80157,79764,161613
2004,CA,19,151603,93918,247896
2004,CA,20,56045,58534,115619
2004,CA,21,133004,68501,203272
2004,CA,22,180584,82356,265687
2004,CA,23,101817,147361,252642
2004,CA,24,165430,127875,296778
2004,CA,25,142052,96355,241488
2004,CA,26,148352,117532,269086
2004,CA,27,86397,130567,219998
2004,CA,28,49220,125351,176582
2004,CA,29,83448,136796,223341
2004,CA,30,109014,220181,332855
2004,CA,31,26054,92894,120763
2004,CA,32,58341,99286,159383
2004,CA,33,33132,172382,208145
2004,CA,34,35926,82942,120522
2004,CA,35,33110,130764,165600
2004,CA,36,103425,154010,260993
2004,CA,37,43160,126068,171509
2004,CA,38,54869,106652,163367
2004,CA,39,70635,102660,175405
2004,CA,40,138766,88631,230137
2004,CA,41,149673,89424,241826
2004,CA,42,164998,98108,265684
2004,CA,43,55952,79946,137395
2004,CA,44,139476,94374,236412
2004,CA,45,132288,101679,236069
2004,CA,46,168158,122991,294883
2004,CA,47,56226,54623,112242
2004,CA,48,178739,123664,305767
2004,CA,49,149283,86998,238670
2004,CA,50,169935,135007,307833
2004,CA,51,85762,100062,187555
2004,CA,52,177055,108806,288370
2004,CA,53,89890,146160,239003
2004,CO,1,81265,180064,264146
2004,CO,2,132642,188538,323155
2004,CO,3,171115,135755,310657
2004,CO,4,180017,128002,310656
2004,CO,5,190190,93684,287122
2004,CO,6,223156,144683,370392
2004,CO,7,122772,130984,254906
2004,CT,1,121263,187089,314166
2004,CT,2,147819,180235,334268
2004,CT,3,128960,174382,309323
2004,CT,4,143280,162166,309567
2004,CT,5,152504,153616,311445
2004,DE,AL,171660,200152,375270
2004,DC,AL,21256,202970,227586
2004,FL,1,231199,88686,322020
2004,FL,2,181300,153164,335810
2004,FL,3,81778,151466,233286
2004,FL,4,227431,100414,328589
2004,FL,5,221259,156632,379839
2004,FL,6,210101,136622,347561
2004,FL,7,204454,155302,360720
2004,FL,8,160722,133328,294311
2004,FL,9,196837,148694,346484
2004,FL,10,158082,150761,308843
2004,FL,11,103748,145831,251343
2004,FL,12,167216,119825,287839
2004,FL,13,200932,156727,360301
2004,FL,14,222234,136049,360914
2004,FL,15,195076,146914,344118
2004,FL,16,183339,154632,339283
2004,FL,17,35642,178605,214247
2004,FL,18,127746,107073,234819
2004,FL,19,107348,210695,318043
2004,FL,20,104039,183510,287549
2004,FL,21,127326,96232,223558
2004,FL,22,153265,169161,322426
2004,FL,23,50138,155915,206081
2004,FL,24,188973,153130,342579
2004,FL,25,122342,95001,217343
2004,GA,1,158216,72658,232010
2004,GA,2,108128,92769,201852
2004,GA,3,125362,99930,226476
2004,GA,4,70600,183190,255619
2004,GA,5,65488,176332,243941
2004,GA,6,229990,96456,329073
2004,GA,7,225342,72100,299616
2004,GA,8,231269,83292,316167
2004,GA,9,200604,75971,278338
2004,GA,10,197988,58876,258647
2004,GA,11,121610,97105,219938
2004,GA,12,103295,120563,225446
2004,GA,13,76327,136912,214328
2004,HI,1,99305,110916,211468
2004,HI,2,94886,120790,217543
2004,ID,1,215069,94915,314430
2004,ID,2,194166,86183,284017
2004,IL,1,47533,234086,282184
2004,IL,2,43822,230613,274788
2004,IL,3,100257,144657,245447
2004,IL,4,27684,105419,133912
2004,IL,5,79349,161348,242236
2004,IL,6,139028,121344,260372
2004,IL,7,45071,227018,272976
2004,IL,8,153245,121710,274955
2004,IL,9,81138,175288,257103
2004,IL,10,134536,150267,284803
2004,IL,11,162779,140619,304416
2004,IL,12,139710,152055,293365
2004,IL,13,175705,142397,318102
2004,IL,14,158428,125269,285525
2004,IL,15,174928,121814,298969
2004,IL,16,168303,133701,303543
2004,IL,17,139251,148562,289146
2004,IL,18,181058,130669,313681
2004,IL,19,192678,123172,317137
2004,IN,1,118417,148698,269329
2004,IN,2,146000,112671,260635
2004,IN,3,172919,79674,253330
2004,IN,4,196010,85179,282889
2004,IN,5,233215,91955,326676
2004,IN,6,177214,97781,277091
2004,IN,7,93347,130779,224126
2004,IN,8,170390,104625,277021
2004,IN,9,171926,117647,291141
2004,IA,1,138073,157380,297834
2004,IA,2,135991,171561,310642
2004,IA,3,154919,154652,312014
2004,IA,4,155587,148331,306629
2004,IA,5,167387,109974,279789
2004,KS,1,199554,73309,276825
2004,KS,2,176764,117924,298791
2004,KS,3,186476,150598,340336
2004,KS,4,173643,93129,270555
2004,KY,1,180446,102346,284658
2004,KY,2,190612,100580,293257
2004,KY,3,160772,167440,328212
2004,KY,4,195055,111049,308651
2004,KY,5,159489,102142,263542
2004,KY,6,182787,128967,314259
2004,LA,1,215538,87009,305623
2004,LA,2,58855,183928,244641
2004,LA,3,162269,115011,281106
2004,LA,4,156298,105962,265031
2004,LA,5,168484,100511,272405
2004,LA,6,172080,117255,291859
2004,LA,7,168645,110623,282371
2004,ME,1,165824,211703,384392
2004,ME,2,164377,185139,356360
2004,MD,1,213144,124163,341135
2004,MD,2,118429,144090,265622
2004,MD,3,136672,163088,303633
2004,MD,4,58170,217549,277562
2004,MD,5,128861,177035,308588
2004,MD,6,209764,110821,324220
2004,MD,7,69545,192081,264456
2004,MD,8,90108,205660,298964
2004,MA,1,103990,185377,293719
2004,MA,2,113284,169460,286068
2004,MA,3,112957,167402,284026
2004,MA,4,99878,194914,298294
2004,MA,5,114874,158455,277142
2004,MA,6,130924,185264,320158
2004,MA,7,96374,192133,292387
2004,MA,8,40885,168264,212832
2004,MA,9,106734,188439,298551
2004,MA,10,151209,194092,349211
2004,MI,1,177315,151450,332550
2004,MI,2,203051,131552,337783
2004,MI,3,197493,133460,334245
2004,MI,4,181314,145774,330513
2004,MI,5,129457,187671,319660
2004,MI,6,164595,143906,311616
2004,MI,7,176624,145979,326061
2004,MI,8,191287,161282,356214
2004,MI,9,180073,174078,357423
2004,MI,10,193727,147288,344492
2004,MI,11,183835,164037,351969
2004,MI,12,125460,193894,322593
2004,MI,13,45019,188555,235078
2004,MI,14,46240,219075,266982
2004,MI,15,118217,191091,312464
2004,MN,1,171952,159776,336771
2004,MN,2,203538,169704,377347
2004,MN,3,190339,179488,373563
2004,MN,4,123313,205467,333121
2004,MN,5,92797,237418,335279
2004,MN,6,216574,161601,382751
2004,MN,7,180743,140332,325992
2004,MN,8,167439,191228,363563
2004,MS,1,187979,111837,302027
2004,MS,2,104749,153786,261381
2004,MS,3,203373,106461,312126
2004,MS,4,188880,86010,276831
2004,MO,1,71367,216372,287739
2004,MO,2,215123,142824,358102
2004,MO,3,127668,168740,297065
2004,MO,4,187111,102652,291385
2004,MO,5,118915,175352,294981
2004,MO,6,178669,132007,312677
2004,MO,7,202486,97557,301748
2004,MO,8,173378,97778,273042
2004,MO,9,180362,124965,307335
2004,MT,AL,266063,173710,450445
2004,NE,1,169888,96314,270098
2004,NE,2,153041,97858,254424
2004,NE,3,189885,60156,253664
2004,NV,1,89800,121453,214710
2004,NV,2,172422,123490,301553
2004,NV,3,156335,152150,313093
2004,NH,1,171013,163191,337007
2004,NH,2,160224,177320,340731
2004,NJ,1,111073,170786,281859
2004,NJ,2,141123,138797,282498
2004,NJ,3,167254,159041,326295
2004,NJ,4,172369,134220,306589
2004,NJ,5,184530,137019,322171
2004,NJ,6,109729,144105,253834
2004,NJ,7,164176,144767,308943
2004,NJ,8,99239,142081,241320
2004,NJ,9,101229,144723,245952
2004,NJ,10,36660,167707,204367
2004,NJ,11,186993,135578,324418
2004,NJ,12,138454,165776,304230
2004,NJ,13,57278,127168,184446
2004,NM,1,131140,140106,274585
2004,NM,2,127393,91073,220751
2004,NM,3,118397,139763,260968
2004,NY,1,154249,152165,312510
2004,NY,2,127626,148625,281911
2004,NY,3,162181,147317,313853
2004,NY,4,124617,153546,281378
2004,NY,5,74635,128252,204796
2004,NY,6,27352,154468,183077
2004,NY,7,44607,129909,176015
2004,NY,8,66948,180080,249920
2004,NY,9,87449,111850,201095
2004,NY,10,25359,166840,193479
2004,NY,11,26172,172654,200567
2004,NY,12,29942,130019,161828
2004,NY,13,118370,96474,216789
2004,NY,14,66494,201782,271645
2004,NY,15,20049,194186,216665
2004,NY,16,14766,130109,145731
2004,NY,17,73896,149727,226786
2004,NY,18,119981,164342,288705
2004,NY,19,162981,137449,305036
2004,NY,20,170323,145296,322443
2004,NY,21,133016,169693,309262
2004,NY,22,127248,151898,285614
2004,NY,23,134174,123216,262935
2004,NY,24,147510,130573,284468
2004,NY,25,150097,158058,314236
2004,NY,26,176235,137543,319469
2004,NY,27,132416,158433,297682
2004,NY,28,92627,162319,260503
2004,NY,29,171317,127481,304268
2004,NC,1,94738,128129,223421
2004,NC,2,128220,107912,236909
2004,NC,3,169674,79936,250449
2004,NC,4,154743,193126,349702
2004,NC,5,191034,95811,287985
2004,NC,6,200942,87295,289439
2004,NC,7,141459,110589,252906
2004,NC,8,126041,105248,232104
2004,NC,9,193419,110769,305322
2004,NC,10,169484,82965,253492
2004,NC,11,169872,126979,298598
2004,NC,12,88955,149940,239766
2004,NC,13,132581,147144,280905
2004,ND,AL,196651,111052,312833
2004,OH,1,152441,149180,302778
2004,OH,2,211489,119139,331856
2004,OH,3,178323,148978,328528
2004,OH,4,193875,102332,297659
2004,OH,5,188935,119308,309938
2004,OH,6,153983,149080,304691
2004,OH,7,176365,132124,310037
2004,OH,8,199265,109374,309977
2004,OH,9,129825,181889,312505
2004,OH,10,125102,175149,301615
2004,OH,11,52372,237469,291783
2004,OH,12,178080,171881,351327
2004,OH,13,140908,177472,319691
2004,OH,14,178510,159929,340051
2004,OH,15,154105,151869,307421
2004,OH,16,171561,146066,319174
2004,OH,17,111663,188531,301758
2004,OH,18,163121,121495,286489
2004,OK,1,206744,109486,316230
2004,OK,2,166826,114113,280939
2004,OK,3,209598,82670,292268
2004,OK,4,194977,96100,291077
2004,OK,5,181644,101595,283239
2004,OR,1,161738,200489,366734
2004,OR,2,218288,135560,358743
2004,OR,3,118442,242075,361085
2004,OR,4,187292,188479,381572
2004,OR,5,181070,176558,361686
2004,PA,1,41509,227327,269367
2004,PA,2,37811,266174,304744
2004,PA,3,152473,133764,287098
2004,PA,4,179855,149070,330180
2004,PA,5,165343,105295,271669
2004,PA,6,156634,167431,325129
2004,PA,7,163095,184392,347720
2004,PA,8,165239,177008,344244
2004,PA,9,183717,89208,273571
2004,PA,10,170880,112923,284999
2004,PA,11,127866,143205,271914
2004,PA,12,133088,141046,274253
2004,PA,13,140900,182552,324797
2004,PA,14,88316,205636,296277
2004,PA,15,150213,150939,302556
2004,PA,16,182856,113193,297521
2004,PA,17,172343,124141,298252
2004,PA,18,183210,154079,338564
2004,PA,19,198192,110274,309981
2004,RI,1,77480,131245,212639
2004,RI,2,91566,128515,224431
2004,SC,1,172836,109790,286889
2004,SC,2,174340,114253,291061
2004,SC,3,169283,86947,258778
2004,SC,4,181255,94760,279256
2004,SC,5,143001,104850,250438
2004,SC,6,97248,151061,250378
2004,SD,AL,232584,149244,388215
2004,TN,1,172079,79507,253386
2004,TN,2,185450,100032,287859
2004,TN,3,163612,102390,268065
2004,TN,4,154457,109802,266194
2004,TN,5,129455,140874,272323
2004,TN,6,167372,111203,280296
2004,TN,7,206410,104792,313418
2004,TN,8,131524,116327,249274
2004,TN,9,74020,171547,246466
2004,TX,1,178409,78609,257018
2004,TX,2,160365,92842,253207
2004,TX,3,174711,86718,261429
2004,TX,4,192926,81269,274195
2004,TX,5,160240,77952,238192
2004,TX,6,173476,87454,260930
2004,TX,7,179456,99422,278878
2004,TX,8,194696,73946,268642
2004,TX,9,48052,112065,160117
2004,TX,10,177555,109287,286842
2004,TX,11,188929,52174,241103
2004,TX,12,162192,79862,242054
2004,TX,13,183375,52431,235806
2004,TX,14,169480,82792,252272
2004,TX,15,95086,77998,173084
2004,TX,16,71454,92792,164246
2004,TX,17,172355,74358,246713
2004,TX,18,48753,125155,173908
2004,TX,19,181516,52800,234316
2004,TX,20,78757,96539,175296
2004,TX,21,210121,137096,347217
2004,TX,22,177378,98180,275558
2004,TX,23,163389,89874,253263
2004,TX,24,161864,86786,248650
2004,TX,25,59814,101989,161803
2004,TX,26,181989,99633,281622
2004,TX,27,99087,81201,180288
2004,TX,28,97183,87811,184994
2004,TX,29,47734,59897,107631
2004,TX,30,45148,136116,181264
2004,TX,31,170234,85574,255808
2004,TX,32,120970,81846,202816
2004,UT,1,220869,75728,303421
2004,UT,2,227668,108286,344388
2004,UT,3,215205,57185,279079
2004,VT,AL,121180,184067,312309
2004,VA,1,188417,122771,313443
2004,VA,2,141097,101576,244569
2004,VA,3,79302,158561,239380
2004,VA,4,166689,125164,293566
2004,VA,5,158568,121960,283625
2004,VA,6,177133,100561,280577
2004,VA,7,204273,128166,334587
2004,VA,8,104298,189525,296605
2004,VA,9,153868,101662,258608
2004,VA,10,182210,145741,330687
2004,VA,11,161104,159055,322720
2004,WA,1,144740,193733,343441
2004,WA,2,156632,169420,332286
2004,WA,3,164709,158559,328686
2004,WA,4,160244,90026,254074
2004,WA,5,177375,127203,310287
2004,WA,6,137868,163131,306728
2004,WA,7,68600,283865,358301
2004,WA,8,168087,177229,350039
2004,WA,9,126625,147017,277839
2004,WV,1,150052,107904,260061
2004,WV,2,151019,112418,265216
2004,WV,3,122707,106219,230610
2004,WI,1,197970,170371,371593
2004,WI,2,151024,250151,405283
2004,WI,3,178367,192297,374606
2004,WI,4,94090,219636,316461
2004,WI,5,265537,151968,421146
2004,WI,6,208931,157212,370039
2004,WI,7,179963,185076,369180
2004,WI,8,202238,162793,368699
2004,WY,AL,167629,70776,243428
2008,AL,1,185579,116904,304618
2008,AL,2,182618,107669,292038
2008,AL,3,161154,124973,288595
2008,AL,4,205362,60207,269450
2008,AL,5,190225,117838,312284
2008,AL,6,268791,78150,350270
2008,AL,7,72801,207732,281684
2008,AK,AL,193841,123594,326197
2008,AZ,1,157160,127790,288798
2008,AZ,2,183414,114190,301883
2008,AZ,3,152829,116636,272887
2008,AZ,4,56694,92234,150579
2008,AZ,5,150067,137177,290606
2008,AZ,6,259863,164592,428523
2008,AZ,7,88313,120924,211728
2008,AZ,8,181771,161164,347076
2008,AR,1,145340,95102,247627
2008,AR,2,161540,131891,299286
2008,AR,3,185055,96485,288434
2008,AR,4,146082,98832,251270
2008,CA,1,96530,199835,304035
2008,CA,2,161636,125291,293545
2008,CA,3,164025,165617,335955
2008,CA,4,206385,167604,381482
2008,CA,5,67625,165776,238110
2008,CA,6,73345,253087,333045
2008,CA,7,66272,179037,249594
2008,CA,8,38665,266210,311324
2008,CA,9,29186,260662,295767
2008,CA,10,104628,204138,314370
2008,CA,11,139863,169183,314189
2008,CA,12,69029,214850,288777
2008,CA,13,56299,175838,236407
2008,CA,14,72707,213671,292261
2008,CA,15,75753,174571,255261
2008,CA,16,63975,154324,221884
2008,CA,17,61163,171180,237086
2008,CA,18,68629,104299,176003
2008,CA,19,141013,124533,270351
2008,CA,20,50146,77158,129484
2008,CA,21,125347,93578,222358
2008,CA,22,172792,110910,289102
2008,CA,23,85261,172348,262732
2008,CA,24,151678,160738,318066
2008,CA,25,131201,134222,271409
2008,CA,26,137329,149249,292463
2008,CA,27,75286,157100,237605
2008,CA,28,42815,147958,194265
2008,CA,29,71860,159947,236647
2008,CA,30,95869,242022,343601
2008,CA,31,25441,113941,142662
2008,CA,32,52356,119726,175639
2008,CA,33,27672,205470,236681
2008,CA,34,33056,106695,142774
2008,CA,35,27789,165761,196473
2008,CA,36,92105,176924,274783
2008,CA,37,36940,157219,197547
2008,CA,38,48599,130092,182537
2008,CA,39,63680,128579,196376
2008,CA,40,125066,114025,243854
2008,CA,41,147982,119255,273127
2008,CA,42,152256,128474,285726
2008,CA,43,49594,112020,164830
2008,CA,44,131003,133535,269511
2008,CA,45,129664,142305,276220
2008,CA,46,150937,145393,302569
2008,CA,47,48461,77144,128020
2008,CA,48,160584,163063,329606
2008,CA,49,137739,117283,259827
2008,CA,50,158845,172962,337423
2008,CA,51,76438,135960,215400
2008,CA,52,161332,135848,302007
2008,CA,53,77930,177863,260894
2008,CO,1,72573,222009,299219
2008,CO,2,125048,235165,366349
2008,CO,3,170852,162254,338754
2008,CO,4,171981,169113,347338
2008,CO,5,189498,129095,323585
2008,CO,6,229791,202122,437838
2008,CO,7,113848,168819,288282
2008,CT,1,108572,218794,331770
2008,CT,2,139945,204220,349221
2008,CT,3,117114,201741,322808
2008,CT,4,126819,190996,319945
2008,CT,5,136978,182021,323053
2008,DE,AL,152374,255459,412616
2008,DC,AL,17367,245800,265853
2008,FL,1,234185,112793,351327
2008,FL,2,199591,163954,367752
2008,FL,3,60062,169406,231104
2008,FL,4,233446,143324,380535
2008,FL,5,257083,199755,462608
2008,FL,6,228651,174701,408014
2008,FL,7,213831,183619,401966
2008,FL,8,168842,189402,360986
2008,FL,9,190367,169933,364897
2008,FL,10,151025,164255,320177
2008,FL,11,89793,178935,271419
2008,FL,12,168399,163745,335256
2008,FL,13,199216,178967,382708
2008,FL,14,226967,169067,399861
2008,FL,15,200229,186597,391464
2008,FL,16,192431,175017,371486
2008,FL,17,29764,209859,240523
2008,FL,18,123191,128763,253751
2008,FL,19,115740,223233,341226
2008,FL,20,106391,186974,295607
2008,FL,21,127412,122036,250680
2008,FL,22,162126,175889,340657
2008,FL,23,39578,194488,235218
2008,FL,24,197541,189895,391373
2008,FL,25,129940,127290,258612
2008,GA,1,167122,96818,266089
2008,GA,2,111559,130109,242990
2008,GA,3,235263,129895,368336
2008,GA,4,54868,208874,265716
2008,GA,5,63053,249297,315084
2008,GA,6,227701,133716,365718
2008,GA,7,212721,140009,356440
2008,GA,8,162376,123877,288231
2008,GA,9,225929,70366,299906
2008,GA,10,183441,113915,300129
2008,GA,11,204275,103112,311374
2008,GA,12,120150,143624,265507
2008,GA,13,80327,200567,283074
2008,HI,1,61116,152990,217209
2008,HI,2,59450,172881,236359
2008,ID,1,220787,128134,357131
2008,ID,2,183022,108693,299102
2008,IL,1,37472,251102,290161
2008,IL,2,28748,262750,292845
2008,IL,3,86406,158161,247770
2008,IL,4,19777,126399,148042
2008,IL,5,63733,181458,248574
2008,IL,6,115339,152127,271203
2008,IL,7,34481,260925,297341
2008,IL,8,130384,170333,304925
2008,IL,9,69081,189497,261780
2008,IL,10,114035,181071,297907
2008,IL,11,148600,175808,329488
2008,IL,12,131443,170391,306828
2008,IL,13,156695,191306,352149
2008,IL,14,145345,181329,331119
2008,IL,15,152222,143965,301451
2008,IL,16,145795,168503,319694
2008,IL,17,118163,160104,282298
2008,IL,18,156898,151687,313680
2008,IL,19,176342,142316,324273
2008,IN,1,111895,184871,299348
2008,IN,2,126801,153369,283517
2008,IN,3,162183,123571,288481
